County,District,testAdministration,Subject,GradeLevel,StudentGroup,countMetStandardIncludingPP,PercentMetStandardIncludingPP
Grays Harbor County,Montesano School District,SBA,MATH,8,All,42,42
Grays Harbor County,Montesano School District,SBA,MATH,10,All,36,32.7
Lewis County,Morton School District,SBA,ELA,3,All,11,40.7
Lewis County,Morton School District,SBA,ELA,4,All,13,72.2
Lewis County,Morton School District,SBA,ELA,5,All,13,65
Lewis County,Morton School District,SBA,ELA,6,All,15,48.3
Lewis County,Morton School District,SBA,ELA,7,All,11,39.2
Lewis County,Morton School District,SBA,ELA,8,All,14,58.3
Lewis County,Morton School District,SBA,ELA,10,All,21,61.7
Lewis County,Morton School District,SBA,MATH,3,All,15,55.5
Lewis County,Morton School District,SBA,MATH,4,All,12,66.6
Lewis County,Morton School District,SBA,MATH,5,All,12,60
Lewis County,Morton School District,SBA,MATH,6,All,11,37.9
Lewis County,Morton School District,SBA,MATH,7,All,13,44.8
Lewis County,Morton School District,SBA,MATH,8,All,8,32
Lewis County,Morton School District,SBA,MATH,10,All,8,23.5
Grant County,Moses Lake School District,SBA,ELA,3,All,336,48.9
Grant County,Moses Lake School District,SBA,ELA,4,All,296,42.3
Grant County,Moses Lake School District,SBA,ELA,5,All,321,49.3
Grant County,Moses Lake School District,SBA,ELA,6,All,244,37.8
Grant County,Moses Lake School District,SBA,ELA,7,All,295,45.2
Grant County,Moses Lake School District,SBA,ELA,8,All,316,52.4
Grant County,Moses Lake School District,SBA,ELA,10,All,363,62.1
Grant County,Moses Lake School District,SBA,MATH,3,All,353,51.3
Grant County,Moses Lake School District,SBA,MATH,4,All,287,41
Grant County,Moses Lake School District,SBA,MATH,5,All,235,36
Grant County,Moses Lake School District,SBA,MATH,6,All,182,28.3
Grant County,Moses Lake School District,SBA,MATH,7,All,222,34.1
Grant County,Moses Lake School District,SBA,MATH,8,All,232,38.6
Grant County,Moses Lake School District,SBA,MATH,10,All,183,31.3
Lewis County,Mossyrock School District,SBA,ELA,3,All,19,42.2
Lewis County,Mossyrock School District,SBA,ELA,4,All,13,31.7
Lewis County,Mossyrock School District,SBA,ELA,5,All,15,40.5
Lewis County,Mossyrock School District,SBA,ELA,6,All,21,42.8
Lewis County,Mossyrock School District,SBA,ELA,7,All,23,58.9
Lewis County,Mossyrock School District,SBA,ELA,8,All,16,44.4
Lewis County,Mossyrock School District,SBA,ELA,10,All,28,84.8
Lewis County,Mossyrock School District,SBA,MATH,3,All,31,68.8
Lewis County,Mossyrock School District,SBA,MATH,4,All,13,31.7
Lewis County,Mossyrock School District,SBA,MATH,5,All,13,35.1
Lewis County,Mossyrock School District,SBA,MATH,6,All,18,36
Lewis County,Mossyrock School District,SBA,MATH,7,All,16,41
Lewis County,Mossyrock School District,SBA,MATH,8,All,12,33.3
Lewis County,Mossyrock School District,SBA,MATH,10,All,17,51.5
Yakima County,Mount Adams School District,SBA,ELA,3,All,14,16
Yakima County,Mount Adams School District,SBA,ELA,4,All,18,22.5
Yakima County,Mount Adams School District,SBA,ELA,5,All,9,11.6
Yakima County,Mount Adams School District,SBA,ELA,6,All,8,9.8
Yakima County,Mount Adams School District,SBA,ELA,7,All,13,19.1
Yakima County,Mount Adams School District,SBA,ELA,8,All,16,23.8
Yakima County,Mount Adams School District,SBA,ELA,10,All,19,33.3
Yakima County,Mount Adams School District,SBA,MATH,3,All,21,24.1
Yakima County,Mount Adams School District,SBA,MATH,4,All,16,20
Yakima County,Mount Adams School District,SBA,MATH,5,All,7,9
Yakima County,Mount Adams School District,SBA,MATH,6,All,,
Yakima County,Mount Adams School District,SBA,MATH,7,All,7,10.2
Yakima County,Mount Adams School District,SBA,MATH,8,All,9,13.4
Yakima County,Mount Adams School District,SBA,MATH,10,All,,
Whatcom County,Mount Baker School District,SBA,ELA,3,All,79,47
Whatcom County,Mount Baker School District,SBA,ELA,4,All,62,40.2
Whatcom County,Mount Baker School District,SBA,ELA,5,All,78,52
Whatcom County,Mount Baker School District,SBA,ELA,6,All,70,52.6
Whatcom County,Mount Baker School District,SBA,ELA,7,All,84,51.2
Whatcom County,Mount Baker School District,SBA,ELA,8,All,81,57
Whatcom County,Mount Baker School District,SBA,ELA,10,All,79,79
Whatcom County,Mount Baker School District,SBA,MATH,3,All,76,45.5
Whatcom County,Mount Baker School District,SBA,MATH,4,All,47,30.7
Whatcom County,Mount Baker School District,SBA,MATH,5,All,43,28.8
Whatcom County,Mount Baker School District,SBA,MATH,6,All,41,30.8
Whatcom County,Mount Baker School District,SBA,MATH,7,All,60,36.5
Whatcom County,Mount Baker School District,SBA,MATH,8,All,54,38
Whatcom County,Mount Baker School District,SBA,MATH,10,All,46,46
Skagit County,Mount Vernon School District,SBA,ELA,3,All,226,41.3
Skagit County,Mount Vernon School District,SBA,ELA,4,All,254,48.2
Skagit County,Mount Vernon School District,SBA,ELA,5,All,244,43.8
Skagit County,Mount Vernon School District,SBA,ELA,6,All,162,34.2
Skagit County,Mount Vernon School District,SBA,ELA,7,All,206,44.3
Skagit County,Mount Vernon School District,SBA,ELA,8,All,194,43
Skagit County,Mount Vernon School District,SBA,ELA,10,All,286,60.9
Skagit County,Mount Vernon School District,SBA,MATH,3,All,296,54.1
Skagit County,Mount Vernon School District,SBA,MATH,4,All,269,50.9
Skagit County,Mount Vernon School District,SBA,MATH,5,All,211,37.8
Skagit County,Mount Vernon School District,SBA,MATH,6,All,167,35.3
Skagit County,Mount Vernon School District,SBA,MATH,7,All,188,40.5
Skagit County,Mount Vernon School District,SBA,MATH,8,All,174,38.5
Skagit County,Mount Vernon School District,SBA,MATH,10,All,125,26.9
King County,Muckleshoot Indian Tribe,SBA,ELA,3,All,2,5.4
King County,Muckleshoot Indian Tribe,SBA,ELA,4,All,3,7.5
King County,Muckleshoot Indian Tribe,SBA,ELA,5,All,7,20.5
King County,Muckleshoot Indian Tribe,SBA,ELA,6,All,2,7.4
King County,Muckleshoot Indian Tribe,SBA,ELA,7,All,7,19.4
King County,Muckleshoot Indian Tribe,SBA,ELA,8,All,5,17.8
King County,Muckleshoot Indian Tribe,SBA,ELA,10,All,4,14.2
King County,Muckleshoot Indian Tribe,SBA,MATH,3,All,5,13.5
King County,Muckleshoot Indian Tribe,SBA,MATH,4,All,7,17.5
King County,Muckleshoot Indian Tribe,SBA,MATH,5,All,,
King County,Muckleshoot Indian Tribe,SBA,MATH,6,All,,
King County,Muckleshoot Indian Tribe,SBA,MATH,7,All,4,11.1
King County,Muckleshoot Indian Tribe,SBA,MATH,8,All,,
King County,Muckleshoot Indian Tribe,SBA,MATH,10,All,,
Snohomish County,Mukilteo School District,SBA,ELA,3,All,588,50.6
Snohomish County,Mukilteo School District,SBA,ELA,4,All,686,56.6
Snohomish County,Mukilteo School District,SBA,ELA,5,All,723,57.5
Snohomish County,Mukilteo School District,SBA,ELA,6,All,633,55.1
Snohomish County,Mukilteo School District,SBA,ELA,7,All,681,59.8
Snohomish County,Mukilteo School District,SBA,ELA,8,All,695,58.3
Snohomish County,Mukilteo School District,SBA,ELA,10,All,798,73.2
Snohomish County,Mukilteo School District,SBA,MATH,3,All,562,48.1
Snohomish County,Mukilteo School District,SBA,MATH,4,All,620,51.2
Snohomish County,Mukilteo School District,SBA,MATH,5,All,564,44.9
Snohomish County,Mukilteo School District,SBA,MATH,6,All,541,47
Snohomish County,Mukilteo School District,SBA,MATH,7,All,548,47.8
Snohomish County,Mukilteo School District,SBA,MATH,8,All,566,47.3
Snohomish County,Mukilteo School District,SBA,MATH,10,All,542,49.7
Yakima County,Naches Valley School District,SBA,ELA,3,All,63,67.7
Yakima County,Naches Valley School District,SBA,ELA,4,All,60,58.2
Yakima County,Naches Valley School District,SBA,ELA,5,All,43,48.3
Yakima County,Naches Valley School District,SBA,ELA,6,All,50,50.5
Yakima County,Naches Valley School District,SBA,ELA,7,All,57,51.3
Yakima County,Naches Valley School District,SBA,ELA,8,All,57,57.5
Yakima County,Naches Valley School District,SBA,ELA,10,All,68,62.9
Yakima County,Naches Valley School District,SBA,MATH,3,All,69,73.4
Yakima County,Naches Valley School District,SBA,MATH,4,All,62,60.1
Yakima County,Naches Valley School District,SBA,MATH,5,All,42,47.1
Yakima County,Naches Valley School District,SBA,MATH,6,All,53,53.5
Yakima County,Naches Valley School District,SBA,MATH,7,All,40,35.7
Yakima County,Naches Valley School District,SBA,MATH,8,All,48,48.4
Yakima County,Naches Valley School District,SBA,MATH,10,All,31,28.7
Lewis County,Napavine School District,SBA,ELA,3,All,39,60
Lewis County,Napavine School District,SBA,ELA,4,All,48,73.8
Lewis County,Napavine School District,SBA,ELA,5,All,43,68.2
Lewis County,Napavine School District,SBA,ELA,6,All,46,63.8
Lewis County,Napavine School District,SBA,ELA,7,All,37,54.4
Lewis County,Napavine School District,SBA,ELA,8,All,42,65.6
Lewis County,Napavine School District,SBA,ELA,10,All,52,83.8
Lewis County,Napavine School District,SBA,MATH,3,All,41,63
Lewis County,Napavine School District,SBA,MATH,4,All,45,69.2
Lewis County,Napavine School District,SBA,MATH,5,All,26,41.2
Lewis County,Napavine School District,SBA,MATH,6,All,41,56.9
Lewis County,Napavine School District,SBA,MATH,7,All,24,35.2
Lewis County,Napavine School District,SBA,MATH,8,All,32,50
Lewis County,Napavine School District,SBA,MATH,10,All,30,48.3
Pacific County,Naselle-Grays River Valley School District,SBA,ELA,3,All,25,86.2
Pacific County,Naselle-Grays River Valley School District,SBA,ELA,4,All,24,75
Pacific County,Naselle-Grays River Valley School District,SBA,ELA,5,All,12,46.1
Pacific County,Naselle-Grays River Valley School District,SBA,ELA,6,All,12,50
Pacific County,Naselle-Grays River Valley School District,SBA,ELA,7,All,14,63.6
Pacific County,Naselle-Grays River Valley School District,SBA,ELA,8,All,13,56.5
Pacific County,Naselle-Grays River Valley School District,SBA,ELA,10,All,17,60.7
Pacific County,Naselle-Grays River Valley School District,SBA,MATH,3,All,23,79.3
Pacific County,Naselle-Grays River Valley School District,SBA,MATH,4,All,18,56.2
Pacific County,Naselle-Grays River Valley School District,SBA,MATH,5,All,6,23
Pacific County,Naselle-Grays River Valley School District,SBA,MATH,6,All,8,33.3
Pacific County,Naselle-Grays River Valley School District,SBA,MATH,7,All,14,60.8
Pacific County,Naselle-Grays River Valley School District,SBA,MATH,8,All,12,52.1
Pacific County,Naselle-Grays River Valley School District,SBA,MATH,10,All,12,42.8
Okanogan County,Nespelem School District #14,SBA,ELA,3,All,1,5.2
Okanogan County,Nespelem School District #14,SBA,ELA,4,All,,
Okanogan County,Nespelem School District #14,SBA,ELA,5,All,2,15.3
Okanogan County,Nespelem School District #14,SBA,ELA,6,All,3,23
Okanogan County,Nespelem School District #14,SBA,ELA,7,All,,
Okanogan County,Nespelem School District #14,SBA,ELA,8,All,,
Okanogan County,Nespelem School District #14,SBA,MATH,3,All,,
Okanogan County,Nespelem School District #14,SBA,MATH,4,All,1,6.2
Okanogan County,Nespelem School District #14,SBA,MATH,5,All,1,7.6
Okanogan County,Nespelem School District #14,SBA,MATH,6,All,5,38.4
Okanogan County,Nespelem School District #14,SBA,MATH,7,All,,
Okanogan County,Nespelem School District #14,SBA,MATH,8,All,,
Pend Oreille County,Newport School District,SBA,ELA,3,All,37,47.4
Pend Oreille County,Newport School District,SBA,ELA,4,All,41,62.1
Pend Oreille County,Newport School District,SBA,ELA,5,All,27,32.1
Pend Oreille County,Newport School District,SBA,ELA,6,All,52,56.5
Pend Oreille County,Newport School District,SBA,ELA,7,All,38,47.5
Pend Oreille County,Newport School District,SBA,ELA,8,All,47,53.4
Pend Oreille County,Newport School District,SBA,ELA,10,All,63,60.5
Pend Oreille County,Newport School District,SBA,MATH,3,All,44,56.4
Pend Oreille County,Newport School District,SBA,MATH,4,All,45,68.1
Pend Oreille County,Newport School District,SBA,MATH,5,All,22,25.8
Pend Oreille County,Newport School District,SBA,MATH,6,All,49,53.2
Pend Oreille County,Newport School District,SBA,MATH,7,All,28,35
Pend Oreille County,Newport School District,SBA,MATH,8,All,35,39.7
Pend Oreille County,Newport School District,SBA,MATH,10,All,31,29.8
Spokane County,Nine Mile Falls School District,SBA,ELA,3,All,53,54.6
Spokane County,Nine Mile Falls School District,SBA,ELA,4,All,51,47.6
Spokane County,Nine Mile Falls School District,SBA,ELA,5,All,62,56.8
Spokane County,Nine Mile Falls School District,SBA,ELA,6,All,66,64.7
Spokane County,Nine Mile Falls School District,SBA,ELA,7,All,66,68
Spokane County,Nine Mile Falls School District,SBA,ELA,8,All,60,55.5
Spokane County,Nine Mile Falls School District,SBA,ELA,10,All,86,79.6
Spokane County,Nine Mile Falls School District,SBA,MATH,3,All,63,64.9
Spokane County,Nine Mile Falls School District,SBA,MATH,4,All,62,57.9
Spokane County,Nine Mile Falls School District,SBA,MATH,5,All,55,50.4
Spokane County,Nine Mile Falls School District,SBA,MATH,6,All,49,48
Spokane County,Nine Mile Falls School District,SBA,MATH,7,All,54,55.6
Spokane County,Nine Mile Falls School District,SBA,MATH,8,All,62,57.4
Spokane County,Nine Mile Falls School District,SBA,MATH,10,All,55,50.9
Whatcom County,Nooksack Valley School District,SBA,ELA,3,All,91,63.1
Whatcom County,Nooksack Valley School District,SBA,ELA,4,All,112,75.1
Whatcom County,Nooksack Valley School District,SBA,ELA,5,All,75,57.6
Whatcom County,Nooksack Valley School District,SBA,ELA,6,All,68,55.2
Whatcom County,Nooksack Valley School District,SBA,ELA,7,All,84,73.6
Whatcom County,Nooksack Valley School District,SBA,ELA,8,All,70,63.6
Whatcom County,Nooksack Valley School District,SBA,ELA,10,All,97,82.9
Whatcom County,Nooksack Valley School District,SBA,MATH,3,All,98,68
Whatcom County,Nooksack Valley School District,SBA,MATH,4,All,98,65.7
Whatcom County,Nooksack Valley School District,SBA,MATH,5,All,64,49.2
Whatcom County,Nooksack Valley School District,SBA,MATH,6,All,48,39
Whatcom County,Nooksack Valley School District,SBA,MATH,7,All,72,63.1
Whatcom County,Nooksack Valley School District,SBA,MATH,8,All,58,52.7
Whatcom County,Nooksack Valley School District,SBA,MATH,10,All,67,57.7
Grays Harbor County,North Beach School District,SBA,ELA,3,All,22,62.8
Grays Harbor County,North Beach School District,SBA,ELA,4,All,14,56
Grays Harbor County,North Beach School District,SBA,ELA,5,All,14,40
Grays Harbor County,North Beach School District,SBA,ELA,6,All,22,66.6
Grays Harbor County,North Beach School District,SBA,ELA,7,All,19,40.4
Grays Harbor County,North Beach School District,SBA,ELA,8,All,9,19.5
Grays Harbor County,North Beach School District,SBA,ELA,10,All,31,67.3
Grays Harbor County,North Beach School District,SBA,MATH,3,All,20,57.1
Grays Harbor County,North Beach School District,SBA,MATH,4,All,15,57.6
Grays Harbor County,North Beach School District,SBA,MATH,5,All,9,26.4
Grays Harbor County,North Beach School District,SBA,MATH,6,All,21,63.6
Grays Harbor County,North Beach School District,SBA,MATH,7,All,17,36.1
Grays Harbor County,North Beach School District,SBA,MATH,8,All,5,10.8
Grays Harbor County,North Beach School District,SBA,MATH,10,All,18,39.1
Franklin County,North Franklin School District,SBA,ELA,3,All,49,29.6
Franklin County,North Franklin School District,SBA,ELA,4,All,51,31.4
Franklin County,North Franklin School District,SBA,ELA,5,All,69,39.8
Franklin County,North Franklin School District,SBA,ELA,6,All,60,38.2
Franklin County,North Franklin School District,SBA,ELA,7,All,75,42.6
Franklin County,North Franklin School District,SBA,ELA,8,All,73,41.9
Franklin County,North Franklin School District,SBA,ELA,10,All,89,61.3
Franklin County,North Franklin School District,SBA,MATH,3,All,57,34.5
Franklin County,North Franklin School District,SBA,MATH,4,All,65,40.1
Franklin County,North Franklin School District,SBA,MATH,5,All,57,32.9
Franklin County,North Franklin School District,SBA,MATH,6,All,56,35.6
Franklin County,North Franklin School District,SBA,MATH,7,All,65,36.9
Franklin County,North Franklin School District,SBA,MATH,8,All,48,27.5
Franklin County,North Franklin School District,SBA,MATH,10,All,32,22
Kitsap County,North Kitsap School District,SBA,ELA,3,All,282,61.9
Kitsap County,North Kitsap School District,SBA,ELA,4,All,272,60
Kitsap County,North Kitsap School District,SBA,ELA,5,All,281,64.1
Kitsap County,North Kitsap School District,SBA,ELA,6,All,250,55.5
Kitsap County,North Kitsap School District,SBA,ELA,7,All,250,58.1
Kitsap County,North Kitsap School District,SBA,ELA,8,All,252,58.6
Kitsap County,North Kitsap School District,SBA,ELA,10,All,322,75.7
Kitsap County,North Kitsap School District,SBA,MATH,3,All,267,58.6
Kitsap County,North Kitsap School District,SBA,MATH,4,All,222,49.1
Kitsap County,North Kitsap School District,SBA,MATH,5,All,223,50.9
Kitsap County,North Kitsap School District,SBA,MATH,6,All,241,53.7
Kitsap County,North Kitsap School District,SBA,MATH,7,All,252,58.7
Kitsap County,North Kitsap School District,SBA,MATH,8,All,199,46.3
Kitsap County,North Kitsap School District,SBA,MATH,10,All,206,48.6
Mason County,North Mason School District,SBA,ELA,3,All,62,38.7
Mason County,North Mason School District,SBA,ELA,4,All,43,28.1
Mason County,North Mason School District,SBA,ELA,5,All,79,51.9
Mason County,North Mason School District,SBA,ELA,6,All,61,39.6
Mason County,North Mason School District,SBA,ELA,7,All,64,40.7
Mason County,North Mason School District,SBA,ELA,8,All,73,49.6
Mason County,North Mason School District,SBA,ELA,10,All,108,58.3
Mason County,North Mason School District,SBA,MATH,3,All,65,40.6
Mason County,North Mason School District,SBA,MATH,4,All,42,27.4
Mason County,North Mason School District,SBA,MATH,5,All,56,36.8
Mason County,North Mason School District,SBA,MATH,6,All,62,40
Mason County,North Mason School District,SBA,MATH,7,All,56,35.6
Mason County,North Mason School District,SBA,MATH,8,All,47,32.4
Mason County,North Mason School District,SBA,MATH,10,All,54,29.1
Pacific County,North River School District,SBA,ELA,3,All,,
Pacific County,North River School District,SBA,ELA,4,All,,
Pacific County,North River School District,SBA,ELA,5,All,,
Pacific County,North River School District,SBA,ELA,6,All,,
Pacific County,North River School District,SBA,ELA,7,All,,
Pacific County,North River School District,SBA,ELA,8,All,,
Pacific County,North River School District,SBA,ELA,10,All,,
Pacific County,North River School District,SBA,MATH,3,All,,
Pacific County,North River School District,SBA,MATH,4,All,,
Pacific County,North River School District,SBA,MATH,5,All,,
Pacific County,North River School District,SBA,MATH,6,All,,
Pacific County,North River School District,SBA,MATH,7,All,,
Pacific County,North River School District,SBA,MATH,8,All,,
Pacific County,North River School District,SBA,MATH,10,All,,
Thurston County,North Thurston Public Schools,SBA,ELA,3,All,656,57.2
Thurston County,North Thurston Public Schools,SBA,ELA,4,All,698,60
Thurston County,North Thurston Public Schools,SBA,ELA,5,All,740,62
Thurston County,North Thurston Public Schools,SBA,ELA,6,All,614,55.3
Thurston County,North Thurston Public Schools,SBA,ELA,7,All,646,61.3
Thurston County,North Thurston Public Schools,SBA,ELA,8,All,707,66.6
Thurston County,North Thurston Public Schools,SBA,ELA,10,All,718,70.1
Thurston County,North Thurston Public Schools,SBA,MATH,3,All,739,64.5
Thurston County,North Thurston Public Schools,SBA,MATH,4,All,709,60.8
Thurston County,North Thurston Public Schools,SBA,MATH,5,All,589,49.4
Thurston County,North Thurston Public Schools,SBA,MATH,6,All,479,43.1
Thurston County,North Thurston Public Schools,SBA,MATH,7,All,477,45.2
Thurston County,North Thurston Public Schools,SBA,MATH,8,All,514,48.4
Thurston County,North Thurston Public Schools,SBA,MATH,10,All,363,35.5
Stevens County,Northport School District,SBA,ELA,3,All,,
Stevens County,Northport School District,SBA,ELA,4,All,6,54.5
Stevens County,Northport School District,SBA,ELA,5,All,13,72.2
Stevens County,Northport School District,SBA,ELA,6,All,7,70
Stevens County,Northport School District,SBA,ELA,7,All,,
Stevens County,Northport School District,SBA,ELA,8,All,10,62.5
Stevens County,Northport School District,SBA,ELA,10,All,9,60
Stevens County,Northport School District,SBA,MATH,3,All,,
Stevens County,Northport School District,SBA,MATH,4,All,5,45.4
Stevens County,Northport School District,SBA,MATH,5,All,9,50
Stevens County,Northport School District,SBA,MATH,6,All,4,40
Stevens County,Northport School District,SBA,MATH,7,All,,
Stevens County,Northport School District,SBA,MATH,8,All,8,50
Stevens County,Northport School District,SBA,MATH,10,All,2,13.3
King County,Northshore School District,SBA,ELA,3,All,1297,75
King County,Northshore School District,SBA,ELA,4,All,1357,73.4
King County,Northshore School District,SBA,ELA,5,All,1318,76
King County,Northshore School District,SBA,ELA,6,All,1324,75.3
King County,Northshore School District,SBA,ELA,7,All,1277,77
King County,Northshore School District,SBA,ELA,8,All,1300,79.3
King County,Northshore School District,SBA,ELA,10,All,1350,87.9
King County,Northshore School District,SBA,MATH,3,All,1323,76.3
King County,Northshore School District,SBA,MATH,4,All,1345,72.8
King County,Northshore School District,SBA,MATH,5,All,1184,68.2
King County,Northshore School District,SBA,MATH,6,All,1234,70.1
King County,Northshore School District,SBA,MATH,7,All,1123,67.6
King County,Northshore School District,SBA,MATH,8,All,1121,68.3
King County,Northshore School District,SBA,MATH,10,All,1046,68.2
Island County,Oak Harbor School District,SBA,ELA,3,All,255,56.9
Island County,Oak Harbor School District,SBA,ELA,4,All,286,59.9
Island County,Oak Harbor School District,SBA,ELA,5,All,261,57.4
Island County,Oak Harbor School District,SBA,ELA,6,All,227,53
Island County,Oak Harbor School District,SBA,ELA,7,All,214,54.7
Island County,Oak Harbor School District,SBA,ELA,8,All,203,52.1
Island County,Oak Harbor School District,SBA,ELA,10,All,288,75.9
Island County,Oak Harbor School District,SBA,MATH,3,All,240,53.8
Island County,Oak Harbor School District,SBA,MATH,4,All,258,54.2
Island County,Oak Harbor School District,SBA,MATH,5,All,178,39.1
Island County,Oak Harbor School District,SBA,MATH,6,All,208,48.5
Island County,Oak Harbor School District,SBA,MATH,7,All,171,43.6
Island County,Oak Harbor School District,SBA,MATH,8,All,162,41.5
Island County,Oak Harbor School District,SBA,MATH,10,All,152,40.1
Whitman County,Oakesdale School District,SBA,ELA,3,All,,
Whitman County,Oakesdale School District,SBA,ELA,4,All,,
Whitman County,Oakesdale School District,SBA,ELA,5,All,,
Whitman County,Oakesdale School District,SBA,ELA,6,All,6,60
Whitman County,Oakesdale School District,SBA,ELA,7,All,,
Whitman County,Oakesdale School District,SBA,ELA,8,All,6,54.5
Whitman County,Oakesdale School District,SBA,ELA,10,All,8,72.7
Whitman County,Oakesdale School District,SBA,MATH,3,All,,
Whitman County,Oakesdale School District,SBA,MATH,4,All,,
Whitman County,Oakesdale School District,SBA,MATH,5,All,,
Whitman County,Oakesdale School District,SBA,MATH,6,All,6,60
Whitman County,Oakesdale School District,SBA,MATH,7,All,,
Whitman County,Oakesdale School District,SBA,MATH,8,All,4,36.3
Whitman County,Oakesdale School District,SBA,MATH,10,All,5,45.4
Grays Harbor County,Oakville School District,SBA,ELA,3,All,8,44.4
Grays Harbor County,Oakville School District,SBA,ELA,4,All,4,28.5
Grays Harbor County,Oakville School District,SBA,ELA,5,All,10,47.6
Grays Harbor County,Oakville School District,SBA,ELA,6,All,6,46.1
Grays Harbor County,Oakville School District,SBA,ELA,7,All,6,27.2
Grays Harbor County,Oakville School District,SBA,ELA,8,All,6,35.2
Grays Harbor County,Oakville School District,SBA,ELA,10,All,8,42.1
Grays Harbor County,Oakville School District,SBA,MATH,3,All,6,33.3
Grays Harbor County,Oakville School District,SBA,MATH,4,All,5,35.7
Grays Harbor County,Oakville School District,SBA,MATH,5,All,8,38
Grays Harbor County,Oakville School District,SBA,MATH,6,All,2,15.3
Grays Harbor County,Oakville School District,SBA,MATH,7,All,,
Grays Harbor County,Oakville School District,SBA,MATH,8,All,1,5.8
Grays Harbor County,Oakville School District,SBA,MATH,10,All,1,5.2
Pacific County,Ocean Beach School District,SBA,ELA,3,All,39,50.6
Pacific County,Ocean Beach School District,SBA,ELA,4,All,35,48.6
Pacific County,Ocean Beach School District,SBA,ELA,5,All,31,35.2
Pacific County,Ocean Beach School District,SBA,ELA,6,All,33,41.7
Pacific County,Ocean Beach School District,SBA,ELA,7,All,46,57.5
Pacific County,Ocean Beach School District,SBA,ELA,8,All,35,42.1
Pacific County,Ocean Beach School District,SBA,ELA,10,All,50,60.9
Pacific County,Ocean Beach School District,SBA,MATH,3,All,42,54.5
Pacific County,Ocean Beach School District,SBA,MATH,4,All,32,45
Pacific County,Ocean Beach School District,SBA,MATH,5,All,29,32.9
Pacific County,Ocean Beach School District,SBA,MATH,6,All,15,18.9
Pacific County,Ocean Beach School District,SBA,MATH,7,All,31,38.7
Pacific County,Ocean Beach School District,SBA,MATH,8,All,20,24
Pacific County,Ocean Beach School District,SBA,MATH,10,All,21,25.6
Grays Harbor County,Ocosta School District,SBA,ELA,3,All,26,66.6
Grays Harbor County,Ocosta School District,SBA,ELA,4,All,19,44.1
Grays Harbor County,Ocosta School District,SBA,ELA,5,All,23,48.9
Grays Harbor County,Ocosta School District,SBA,ELA,6,All,21,45.6
Grays Harbor County,Ocosta School District,SBA,ELA,7,All,22,45.8
Grays Harbor County,Ocosta School District,SBA,ELA,8,All,13,35.1
Grays Harbor County,Ocosta School District,SBA,ELA,10,All,29,69
Grays Harbor County,Ocosta School District,SBA,MATH,3,All,24,61.5
Grays Harbor County,Ocosta School District,SBA,MATH,4,All,16,37.2
Grays Harbor County,Ocosta School District,SBA,MATH,5,All,18,38.2
Grays Harbor County,Ocosta School District,SBA,MATH,6,All,17,36.1
Grays Harbor County,Ocosta School District,SBA,MATH,7,All,16,32.6
Grays Harbor County,Ocosta School District,SBA,MATH,8,All,8,21.6
Grays Harbor County,Ocosta School District,SBA,MATH,10,All,13,30.2
Lincoln County,Odessa School District,SBA,ELA,3,All,7,33.3
Lincoln County,Odessa School District,SBA,ELA,4,All,10,66.6
Lincoln County,Odessa School District,SBA,ELA,5,All,8,53.3
Lincoln County,Odessa School District,SBA,ELA,6,All,9,36
Lincoln County,Odessa School District,SBA,ELA,7,All,12,44.4
Lincoln County,Odessa School District,SBA,ELA,8,All,10,45.4
Lincoln County,Odessa School District,SBA,ELA,10,All,20,83.3
Lincoln County,Odessa School District,SBA,MATH,3,All,14,66.6
Lincoln County,Odessa School District,SBA,MATH,4,All,8,53.3
Lincoln County,Odessa School District,SBA,MATH,5,All,2,13.3
Lincoln County,Odessa School District,SBA,MATH,6,All,9,36
Lincoln County,Odessa School District,SBA,MATH,7,All,10,37
Lincoln County,Odessa School District,SBA,MATH,8,All,9,40.9
Lincoln County,Odessa School District,SBA,MATH,10,All,8,34.7
Okanogan County,Okanogan School District,SBA,ELA,3,All,30,47.6
Okanogan County,Okanogan School District,SBA,ELA,4,All,41,53.2
Okanogan County,Okanogan School District,SBA,ELA,5,All,41,38.6
Okanogan County,Okanogan School District,SBA,ELA,6,All,41,56.9
Okanogan County,Okanogan School District,SBA,ELA,7,All,51,53.1
Okanogan County,Okanogan School District,SBA,ELA,8,All,34,47.8
Okanogan County,Okanogan School District,SBA,ELA,10,All,60,76.9
Okanogan County,Okanogan School District,SBA,MATH,3,All,37,58.7
Okanogan County,Okanogan School District,SBA,MATH,4,All,34,44.1
Okanogan County,Okanogan School District,SBA,MATH,5,All,25,23.5
Okanogan County,Okanogan School District,SBA,MATH,6,All,22,30.5
Okanogan County,Okanogan School District,SBA,MATH,7,All,34,35.4
Okanogan County,Okanogan School District,SBA,MATH,8,All,23,32.3
Okanogan County,Okanogan School District,SBA,MATH,10,All,18,23
Thurston County,Olympia School District,SBA,ELA,3,All,513,70.4
Thurston County,Olympia School District,SBA,ELA,4,All,463,67.5
Thurston County,Olympia School District,SBA,ELA,5,All,476,67.4
Thurston County,Olympia School District,SBA,ELA,6,All,507,75.6
Thurston County,Olympia School District,SBA,ELA,7,All,551,77.2
Thurston County,Olympia School District,SBA,ELA,8,All,549,78.6
Thurston County,Olympia School District,SBA,ELA,10,All,681,87.4
Thurston County,Olympia School District,SBA,MATH,3,All,491,67.4
Thurston County,Olympia School District,SBA,MATH,4,All,443,64.6
