County,District,School,testAdministration,Subject,GradeLevel,StudentGroup,countMetStandardIncludingPP,PercentMetStandardIncludingPP
Clallam County,Quillayute Valley School District,Forks Alternative School,SBA,ELA,11,All,,
Clallam County,Quillayute Valley School District,Forks Alternative School,SBA,MATH,11,All,,
Clallam County,Quillayute Valley School District,Forks Elementary School,SBA,ELA,3,All,38,45.2
Clallam County,Quillayute Valley School District,Forks Elementary School,SBA,MATH,3,All,54,63.5
Clallam County,Quillayute Valley School District,Forks Intermediate School,SBA,ELA,4,All,,
Clallam County,Quillayute Valley School District,Forks Intermediate School,SBA,ELA,5,All,,
Clallam County,Quillayute Valley School District,Forks Intermediate School,SBA,ELA,6,All,,
Clallam County,Quillayute Valley School District,Forks Intermediate School,SBA,MATH,4,All,,
Clallam County,Quillayute Valley School District,Forks Intermediate School,SBA,MATH,5,All,,
Clallam County,Quillayute Valley School District,Forks Intermediate School,SBA,MATH,6,All,,
Clallam County,Quillayute Valley School District,Forks Junior-Senior High School,SBA,ELA,7,All,,
Clallam County,Quillayute Valley School District,Forks Junior-Senior High School,SBA,ELA,8,All,,
Clallam County,Quillayute Valley School District,Forks Junior-Senior High School,SBA,ELA,11,All,36,50.7
Clallam County,Quillayute Valley School District,Forks Junior-Senior High School,SBA,MATH,7,All,,
Clallam County,Quillayute Valley School District,Forks Junior-Senior High School,SBA,MATH,8,All,,
Clallam County,Quillayute Valley School District,Forks Junior-Senior High School,SBA,MATH,11,All,8,11.4
Stevens County,Colville School District,Fort Colville Elementary,SBA,ELA,3,All,,
Stevens County,Colville School District,Fort Colville Elementary,SBA,ELA,4,All,,
Stevens County,Colville School District,Fort Colville Elementary,SBA,ELA,5,All,,
Stevens County,Colville School District,Fort Colville Elementary,SBA,MATH,3,All,,
Stevens County,Colville School District,Fort Colville Elementary,SBA,MATH,4,All,,
Stevens County,Colville School District,Fort Colville Elementary,SBA,MATH,5,All,,
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,ELA,3,All,44,58.6
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,ELA,4,All,43,52.4
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,ELA,5,All,47,64.3
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,ELA,6,All,51,62.1
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,MATH,3,All,52,69.3
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,MATH,4,All,39,47.5
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,MATH,5,All,41,56.1
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,MATH,6,All,40,48.7
Clark County,Vancouver School District,Fort Vancouver High School,SBA,ELA,11,All,194,56.7
Clark County,Vancouver School District,Fort Vancouver High School,SBA,MATH,11,All,32,9.4
Pierce County,Tacoma School District,Foss,SBA,ELA,11,All,,
Pierce County,Tacoma School District,Foss,SBA,MATH,11,All,,
King County,Tukwila School District,Foster Senior High School,SBA,ELA,11,All,126,59.7
King County,Tukwila School District,Foster Senior High School,SBA,MATH,11,All,39,18.9
Pierce County,Clover Park School District,Four Heroes Elementary,SBA,ELA,3,All,32,28
Pierce County,Clover Park School District,Four Heroes Elementary,SBA,ELA,4,All,54,47.3
Pierce County,Clover Park School District,Four Heroes Elementary,SBA,ELA,5,All,52,49.5
Pierce County,Clover Park School District,Four Heroes Elementary,SBA,MATH,3,All,43,37.3
Pierce County,Clover Park School District,Four Heroes Elementary,SBA,MATH,4,All,53,46.4
Pierce County,Clover Park School District,Four Heroes Elementary,SBA,MATH,5,All,37,35.5
King County,Northshore School District,Frank Love Elementary,SBA,ELA,3,All,32,61.5
King County,Northshore School District,Frank Love Elementary,SBA,ELA,4,All,57,71.2
King County,Northshore School District,Frank Love Elementary,SBA,ELA,5,All,55,72.3
King County,Northshore School District,Frank Love Elementary,SBA,ELA,6,All,50,68.4
King County,Northshore School District,Frank Love Elementary,SBA,MATH,3,All,33,63.4
King County,Northshore School District,Frank Love Elementary,SBA,MATH,4,All,57,71.2
King County,Northshore School District,Frank Love Elementary,SBA,MATH,5,All,42,55.2
King County,Northshore School District,Frank Love Elementary,SBA,MATH,6,All,43,58.9
Snohomish County,Monroe School District,Frank Wagner Elementary,SBA,ELA,3,All,24,23.7
Snohomish County,Monroe School District,Frank Wagner Elementary,SBA,ELA,4,All,29,37.6
Snohomish County,Monroe School District,Frank Wagner Elementary,SBA,ELA,5,All,21,27.2
Snohomish County,Monroe School District,Frank Wagner Elementary,SBA,MATH,3,All,19,19
Snohomish County,Monroe School District,Frank Wagner Elementary,SBA,MATH,4,All,16,20.5
Snohomish County,Monroe School District,Frank Wagner Elementary,SBA,MATH,5,All,16,20.7
Pierce County,Tacoma School District,Franklin,SBA,ELA,3,All,12,29.2
Pierce County,Tacoma School District,Franklin,SBA,ELA,4,All,,
Pierce County,Tacoma School District,Franklin,SBA,ELA,5,All,5,14.7
Pierce County,Tacoma School District,Franklin,SBA,MATH,3,All,17,41.4
Pierce County,Tacoma School District,Franklin,SBA,MATH,4,All,,
Pierce County,Tacoma School District,Franklin,SBA,MATH,5,All,5,14.7
King County,Lake Washington School District,Franklin Elementary,SBA,ELA,3,All,65,81.2
Spokane County,Spokane School District,Franklin Elementary,SBA,ELA,3,All,36,70.5
Clallam County,Port Angeles School District,Franklin Elementary,SBA,ELA,3,All,18,34.6
Whitman County,Pullman School District,Franklin Elementary,SBA,ELA,3,All,66,68.7
Spokane County,Spokane School District,Franklin Elementary,SBA,ELA,4,All,36,72
King County,Lake Washington School District,Franklin Elementary,SBA,ELA,4,All,80,80
Clallam County,Port Angeles School District,Franklin Elementary,SBA,ELA,4,All,23,53.4
Whitman County,Pullman School District,Franklin Elementary,SBA,ELA,4,All,39,73.5
King County,Lake Washington School District,Franklin Elementary,SBA,ELA,5,All,55,83.3
Clallam County,Port Angeles School District,Franklin Elementary,SBA,ELA,5,All,36,66.6
Whitman County,Pullman School District,Franklin Elementary,SBA,ELA,5,All,47,88.6
Spokane County,Spokane School District,Franklin Elementary,SBA,ELA,5,All,40,75.4
Clallam County,Port Angeles School District,Franklin Elementary,SBA,ELA,6,All,33,56.8
Spokane County,Spokane School District,Franklin Elementary,SBA,ELA,6,All,32,68
Spokane County,Spokane School District,Franklin Elementary,SBA,MATH,3,All,37,72.5
Whitman County,Pullman School District,Franklin Elementary,SBA,MATH,3,All,67,67.6
King County,Lake Washington School District,Franklin Elementary,SBA,MATH,3,All,67,84.8
Clallam County,Port Angeles School District,Franklin Elementary,SBA,MATH,3,All,16,30.7
King County,Lake Washington School District,Franklin Elementary,SBA,MATH,4,All,79,80.6
Whitman County,Pullman School District,Franklin Elementary,SBA,MATH,4,All,30,55.5
Clallam County,Port Angeles School District,Franklin Elementary,SBA,MATH,4,All,21,48.8
Spokane County,Spokane School District,Franklin Elementary,SBA,MATH,4,All,32,64
Clallam County,Port Angeles School District,Franklin Elementary,SBA,MATH,5,All,32,59.2
King County,Lake Washington School District,Franklin Elementary,SBA,MATH,5,All,47,71.2
Whitman County,Pullman School District,Franklin Elementary,SBA,MATH,5,All,40,75.4
Spokane County,Spokane School District,Franklin Elementary,SBA,MATH,5,All,31,57.4
Spokane County,Spokane School District,Franklin Elementary,SBA,MATH,6,All,27,57.4
Clallam County,Port Angeles School District,Franklin Elementary,SBA,MATH,6,All,20,34.4
King County,Seattle Public Schools,Franklin High School,SBA,ELA,11,All,206,72.7
King County,Seattle Public Schools,Franklin High School,SBA,MATH,11,All,145,53.3
Yakima County,Yakima School District,Franklin Middle School,SBA,ELA,6,All,113,37.7
Yakima County,Yakima School District,Franklin Middle School,SBA,ELA,7,All,130,49.8
Yakima County,Yakima School District,Franklin Middle School,SBA,ELA,8,All,122,43.7
Yakima County,Yakima School District,Franklin Middle School,SBA,MATH,6,All,86,28.9
Yakima County,Yakima School District,Franklin Middle School,SBA,MATH,7,All,91,35.1
Yakima County,Yakima School District,Franklin Middle School,SBA,MATH,8,All,85,30.6
Pierce County,Franklin Pierce School District,Franklin Pierce High School,SBA,ELA,11,All,229,82.3
Pierce County,Franklin Pierce School District,Franklin Pierce High School,SBA,MATH,11,All,39,14.5
King County,Seattle Public Schools,Frantz Coe Elementary School,SBA,ELA,3,All,74,77
King County,Seattle Public Schools,Frantz Coe Elementary School,SBA,ELA,4,All,86,94.5
King County,Seattle Public Schools,Frantz Coe Elementary School,SBA,ELA,5,All,66,84.6
King County,Seattle Public Schools,Frantz Coe Elementary School,SBA,MATH,3,All,66,68.7
King County,Seattle Public Schools,Frantz Coe Elementary School,SBA,MATH,4,All,80,87.9
King County,Seattle Public Schools,Frantz Coe Elementary School,SBA,MATH,5,All,61,78.2
Pierce County,Bethel School District,Frederickson Elementary,SBA,ELA,3,All,40,45.4
Pierce County,Bethel School District,Frederickson Elementary,SBA,ELA,4,All,64,60.3
Pierce County,Bethel School District,Frederickson Elementary,SBA,ELA,5,All,60,55
Pierce County,Bethel School District,Frederickson Elementary,SBA,MATH,3,All,35,39.3
Pierce County,Bethel School District,Frederickson Elementary,SBA,MATH,4,All,55,51.8
Pierce County,Bethel School District,Frederickson Elementary,SBA,MATH,5,All,50,45.4
Spokane County,Freeman School District,Freeman Elementary School,SBA,ELA,3,All,51,82.2
Spokane County,Freeman School District,Freeman Elementary School,SBA,ELA,4,All,37,66
Spokane County,Freeman School District,Freeman Elementary School,SBA,ELA,5,All,37,72.5
Spokane County,Freeman School District,Freeman Elementary School,SBA,MATH,3,All,52,83.8
Spokane County,Freeman School District,Freeman Elementary School,SBA,MATH,4,All,40,71.4
Spokane County,Freeman School District,Freeman Elementary School,SBA,MATH,5,All,30,58.8
Spokane County,Freeman School District,Freeman High School,SBA,ELA,11,All,66,83.5
Spokane County,Freeman School District,Freeman High School,SBA,MATH,11,All,36,46.7
Spokane County,Freeman School District,Freeman Middle School,SBA,ELA,6,All,50,76.9
Spokane County,Freeman School District,Freeman Middle School,SBA,ELA,7,All,44,57.8
Spokane County,Freeman School District,Freeman Middle School,SBA,ELA,8,All,69,78.4
Spokane County,Freeman School District,Freeman Middle School,SBA,MATH,6,All,37,56.9
Spokane County,Freeman School District,Freeman Middle School,SBA,MATH,7,All,46,60.5
Spokane County,Freeman School District,Freeman Middle School,SBA,MATH,8,All,48,54.5
,,Fresh Start,SBA,ELA,11,All,26,33.3
,,Fresh Start,SBA,MATH,11,All,,
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,ELA,3,All,36,66.6
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,ELA,4,All,37,71.1
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,ELA,5,All,35,54.6
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,ELA,6,All,39,66.1
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,MATH,3,All,36,66.6
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,MATH,4,All,33,63.4
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,MATH,5,All,35,54.6
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,MATH,6,All,33,55.9
San Juan County,San Juan Island School District,Friday Harbor High School,SBA,ELA,11,All,,
San Juan County,San Juan Island School District,Friday Harbor High School,SBA,MATH,11,All,,
San Juan County,San Juan Island School District,Friday Harbor Middle School,SBA,ELA,7,All,31,62
San Juan County,San Juan Island School District,Friday Harbor Middle School,SBA,ELA,8,All,46,65.7
San Juan County,San Juan Island School District,Friday Harbor Middle School,SBA,MATH,7,All,29,58
San Juan County,San Juan Island School District,Friday Harbor Middle School,SBA,MATH,8,All,35,50
Pierce County,Bethel School District,Frontier Middle School,SBA,ELA,5,All,,
Clark County,Evergreen School District (Clark),Frontier Middle School,SBA,ELA,6,All,142,55
Pierce County,Bethel School District,Frontier Middle School,SBA,ELA,6,All,141,60.2
Grant County,Moses Lake School District,Frontier Middle School,SBA,ELA,6,All,95,39
Clark County,Evergreen School District (Clark),Frontier Middle School,SBA,ELA,7,All,122,47.4
Pierce County,Bethel School District,Frontier Middle School,SBA,ELA,7,All,120,49.3
Grant County,Moses Lake School District,Frontier Middle School,SBA,ELA,7,All,107,51.9
Grant County,Moses Lake School District,Frontier Middle School,SBA,ELA,8,All,125,53.1
Pierce County,Bethel School District,Frontier Middle School,SBA,ELA,8,All,126,53.8
Clark County,Evergreen School District (Clark),Frontier Middle School,SBA,ELA,8,All,112,41.1
Clark County,Evergreen School District (Clark),Frontier Middle School,SBA,MATH,6,All,100,38.6
Pierce County,Bethel School District,Frontier Middle School,SBA,MATH,6,All,134,57.5
Grant County,Moses Lake School District,Frontier Middle School,SBA,MATH,6,All,55,22.7
Pierce County,Bethel School District,Frontier Middle School,SBA,MATH,7,All,111,45.8
Clark County,Evergreen School District (Clark),Frontier Middle School,SBA,MATH,7,All,96,37
Grant County,Moses Lake School District,Frontier Middle School,SBA,MATH,7,All,67,32.6
Pierce County,Bethel School District,Frontier Middle School,SBA,MATH,8,All,102,43.5
Clark County,Evergreen School District (Clark),Frontier Middle School,SBA,MATH,8,All,119,43.4
Grant County,Moses Lake School District,Frontier Middle School,SBA,MATH,8,All,94,40.1
King County,Lake Washington School District,Frost Elementary,SBA,ELA,3,All,33,56.8
King County,Lake Washington School District,Frost Elementary,SBA,ELA,4,All,43,63.2
King County,Lake Washington School District,Frost Elementary,SBA,ELA,5,All,49,73.1
King County,Lake Washington School District,Frost Elementary,SBA,MATH,3,All,32,54.2
King County,Lake Washington School District,Frost Elementary,SBA,MATH,4,All,41,60.2
King County,Lake Washington School District,Frost Elementary,SBA,MATH,5,All,37,55.2
Clark County,Vancouver School District,Fruit Valley Elementary School,SBA,ELA,3,All,6,14.2
Clark County,Vancouver School District,Fruit Valley Elementary School,SBA,ELA,4,All,9,18
Clark County,Vancouver School District,Fruit Valley Elementary School,SBA,ELA,5,All,11,23.9
Clark County,Vancouver School District,Fruit Valley Elementary School,SBA,MATH,3,All,8,19
Clark County,Vancouver School District,Fruit Valley Elementary School,SBA,MATH,4,All,8,15.6
Clark County,Vancouver School District,Fruit Valley Elementary School,SBA,MATH,5,All,4,8.6
Pierce County,Puyallup School District,Fruitland Elementary,SBA,ELA,3,All,68,77.2
Pierce County,Puyallup School District,Fruitland Elementary,SBA,ELA,4,All,75,87.2
Pierce County,Puyallup School District,Fruitland Elementary,SBA,ELA,5,All,51,68
Pierce County,Puyallup School District,Fruitland Elementary,SBA,ELA,6,All,73,84.8
Pierce County,Puyallup School District,Fruitland Elementary,SBA,MATH,3,All,76,85.3
Pierce County,Puyallup School District,Fruitland Elementary,SBA,MATH,4,All,66,76.7
Pierce County,Puyallup School District,Fruitland Elementary,SBA,MATH,5,All,42,56
Pierce County,Puyallup School District,Fruitland Elementary,SBA,MATH,6,All,62,72
Snohomish County,Monroe School District,Fryelands Elementary,SBA,ELA,3,All,52,57.1
Snohomish County,Monroe School District,Fryelands Elementary,SBA,ELA,4,All,39,42.8
Snohomish County,Monroe School District,Fryelands Elementary,SBA,ELA,5,All,62,65.2
Snohomish County,Monroe School District,Fryelands Elementary,SBA,MATH,3,All,55,60.4
Snohomish County,Monroe School District,Fryelands Elementary,SBA,MATH,4,All,30,32.9
Snohomish County,Monroe School District,Fryelands Elementary,SBA,MATH,5,All,38,40
King County,Lake Washington School District,Futures School,SBA,ELA,11,All,17,80.9
King County,Lake Washington School District,Futures School,SBA,MATH,11,All,,
Lewis County,Centralia School District,Futurus High School,SBA,ELA,11,All,11,37.9
Lewis County,Centralia School District,Futurus High School,SBA,MATH,11,All,,
Clark County,Vancouver School District,Gaiser Middle School,SBA,ELA,6,All,146,45.6
Clark County,Vancouver School District,Gaiser Middle School,SBA,ELA,7,All,135,46.5
Clark County,Vancouver School District,Gaiser Middle School,SBA,ELA,8,All,118,42.1
Clark County,Vancouver School District,Gaiser Middle School,SBA,MATH,6,All,131,40.8
Clark County,Vancouver School District,Gaiser Middle School,SBA,MATH,7,All,103,35.3
Clark County,Vancouver School District,Gaiser Middle School,SBA,MATH,8,All,122,42.9
Grant County,Moses Lake School District,Garden Heights Elementary,SBA,ELA,3,All,39,52.7
Grant County,Moses Lake School District,Garden Heights Elementary,SBA,ELA,4,All,45,52.3
Grant County,Moses Lake School District,Garden Heights Elementary,SBA,ELA,5,All,53,62.3
Grant County,Moses Lake School District,Garden Heights Elementary,SBA,MATH,3,All,45,60.8
Grant County,Moses Lake School District,Garden Heights Elementary,SBA,MATH,4,All,45,52.9
Grant County,Moses Lake School District,Garden Heights Elementary,SBA,MATH,5,All,42,49.4
Whitman County,Garfield School District,Garfield at Palouse High School,SBA,ELA,11,All,,
Whitman County,Garfield School District,Garfield at Palouse High School,SBA,MATH,11,All,,
Spokane County,Spokane School District,Garfield Elementary,SBA,ELA,3,All,45,53.5
Whitman County,Garfield School District,Garfield Elementary,SBA,ELA,3,All,,
Whitman County,Garfield School District,Garfield Elementary,SBA,ELA,4,All,,
Spokane County,Spokane School District,Garfield Elementary,SBA,ELA,4,All,35,57.3
Whitman County,Garfield School District,Garfield Elementary,SBA,ELA,5,All,,
Spokane County,Spokane School District,Garfield Elementary,SBA,ELA,5,All,36,63.1
Spokane County,Spokane School District,Garfield Elementary,SBA,ELA,6,All,30,55.5
Spokane County,Spokane School District,Garfield Elementary,SBA,MATH,3,All,38,44.7
Whitman County,Garfield School District,Garfield Elementary,SBA,MATH,3,All,,
Whitman County,Garfield School District,Garfield Elementary,SBA,MATH,4,All,,
Spokane County,Spokane School District,Garfield Elementary,SBA,MATH,4,All,31,50.8
Whitman County,Garfield School District,Garfield Elementary,SBA,MATH,5,All,,
Spokane County,Spokane School District,Garfield Elementary,SBA,MATH,5,All,23,40.3
Spokane County,Spokane School District,Garfield Elementary,SBA,MATH,6,All,29,54.7
Yakima County,Yakima School District,Garfield Elementary School,SBA,ELA,3,All,17,16.3
Thurston County,Olympia School District,Garfield Elementary School,SBA,ELA,3,All,38,71.6
Snohomish County,Everett School District,Garfield Elementary School,SBA,ELA,3,All,41,56.9
Yakima County,Toppenish School District,Garfield Elementary School,SBA,ELA,3,All,14,19.7
Thurston County,Olympia School District,Garfield Elementary School,SBA,ELA,4,All,36,56.2
Yakima County,Toppenish School District,Garfield Elementary School,SBA,ELA,4,All,17,21.7
Yakima County,Yakima School District,Garfield Elementary School,SBA,ELA,4,All,21,23.8
Snohomish County,Everett School District,Garfield Elementary School,SBA,ELA,4,All,38,62.2
Thurston County,Olympia School District,Garfield Elementary School,SBA,ELA,5,All,40,85.1
Yakima County,Yakima School District,Garfield Elementary School,SBA,ELA,5,All,28,32.1
Yakima County,Toppenish School District,Garfield Elementary School,SBA,ELA,5,All,28,41.7
Snohomish County,Everett School District,Garfield Elementary School,SBA,ELA,5,All,37,75.5
Thurston County,Olympia School District,Garfield Elementary School,SBA,MATH,3,All,33,61.1
Yakima County,Toppenish School District,Garfield Elementary School,SBA,MATH,3,All,22,30.9
Snohomish County,Everett School District,Garfield Elementary School,SBA,MATH,3,All,44,61.1
Yakima County,Yakima School District,Garfield Elementary School,SBA,MATH,3,All,40,38.4
Yakima County,Toppenish School District,Garfield Elementary School,SBA,MATH,4,All,22,28.2
Yakima County,Yakima School District,Garfield Elementary School,SBA,MATH,4,All,25,28.4
Thurston County,Olympia School District,Garfield Elementary School,SBA,MATH,4,All,41,64
Snohomish County,Everett School District,Garfield Elementary School,SBA,MATH,4,All,40,64.5
Thurston County,Olympia School District,Garfield Elementary School,SBA,MATH,5,All,33,68.7
Yakima County,Toppenish School District,Garfield Elementary School,SBA,MATH,5,All,14,20.8
Yakima County,Yakima School District,Garfield Elementary School,SBA,MATH,5,All,28,32.5
Snohomish County,Everett School District,Garfield Elementary School,SBA,MATH,5,All,29,56.8
King County,Seattle Public Schools,Garfield High School,SBA,ELA,11,All,325,85.7
King County,Seattle Public Schools,Garfield High School,SBA,MATH,11,All,,
Whitman County,Garfield School District,Garfield Middle School,SBA,ELA,6,All,,
Whitman County,Garfield School District,Garfield Middle School,SBA,ELA,7,All,5,50
Whitman County,Garfield School District,Garfield Middle School,SBA,ELA,8,All,6,60
Whitman County,Garfield School District,Garfield Middle School,SBA,MATH,6,All,,
Whitman County,Garfield School District,Garfield Middle School,SBA,MATH,7,All,3,30
Whitman County,Garfield School District,Garfield Middle School,SBA,MATH,8,All,6,60
Walla Walla County,Walla Walla Public Schools,Garrison Middle School,SBA,ELA,6,All,84,42.8
Walla Walla County,Walla Walla Public Schools,Garrison Middle School,SBA,ELA,7,All,90,48.6
Walla Walla County,Walla Walla Public Schools,Garrison Middle School,SBA,ELA,8,All,,
Walla Walla County,Walla Walla Public Schools,Garrison Middle School,SBA,MATH,6,All,55,28
Walla Walla County,Walla Walla Public Schools,Garrison Middle School,SBA,MATH,7,All,62,33.5
Walla Walla County,Walla Walla Public Schools,Garrison Middle School,SBA,MATH,8,All,,
Spokane County,Spokane School District,Garry Middle School,SBA,ELA,7,All,100,35.9
Spokane County,Spokane School District,Garry Middle School,SBA,ELA,8,All,110,39.7
Spokane County,Spokane School District,Garry Middle School,SBA,MATH,7,All,75,27.1
Spokane County,Spokane School District,Garry Middle School,SBA,MATH,8,All,80,28.8
Pierce County,Franklin Pierce School District,Gates Secondary School,SBA,ELA,11,All,27,57.4
Pierce County,Franklin Pierce School District,Gates Secondary School,SBA,MATH,11,All,3,7.5
Snohomish County,Everett School District,Gateway Middle School,SBA,ELA,6,All,265,84.1
Snohomish County,Everett School District,Gateway Middle School,SBA,ELA,7,All,251,90.9
Snohomish County,Everett School District,Gateway Middle School,SBA,ELA,8,All,215,87
Snohomish County,Everett School District,Gateway Middle School,SBA,MATH,6,All,214,68.1
Snohomish County,Everett School District,Gateway Middle School,SBA,MATH,7,All,199,72.3
Snohomish County,Everett School District,Gateway Middle School,SBA,MATH,8,All,192,78.3
King County,Federal Way School District,Gateway to College,SBA,ELA,11,All,,
King County,Federal Way School District,Gateway to College,SBA,MATH,11,All,,
King County,Seattle Public Schools,Gatewood Elementary School,SBA,ELA,3,All,45,68.1
King County,Seattle Public Schools,Gatewood Elementary School,SBA,ELA,4,All,33,50
King County,Seattle Public Schools,Gatewood Elementary School,SBA,ELA,5,All,42,63.6
King County,Seattle Public Schools,Gatewood Elementary School,SBA,MATH,3,All,52,78.7
King County,Seattle Public Schools,Gatewood Elementary School,SBA,MATH,4,All,34,51.5
King County,Seattle Public Schools,Gatewood Elementary School,SBA,MATH,5,All,43,65.1
Clark County,Washougal School District,Gause Elementary,SBA,ELA,3,All,77,77
Clark County,Washougal School District,Gause Elementary,SBA,ELA,4,All,69,72.6
Clark County,Washougal School District,Gause Elementary,SBA,ELA,5,All,74,72.5
Clark County,Washougal School District,Gause Elementary,SBA,MATH,3,All,70,70
Clark County,Washougal School District,Gause Elementary,SBA,MATH,4,All,67,70.5
Clark County,Washougal School District,Gause Elementary,SBA,MATH,5,All,55,54.4
Pierce County,Tacoma School District,Geiger,SBA,ELA,3,All,36,46.7
Pierce County,Tacoma School District,Geiger,SBA,ELA,4,All,41,58.5
Pierce County,Tacoma School District,Geiger,SBA,ELA,5,All,36,64.2
Pierce County,Tacoma School District,Geiger,SBA,MATH,3,All,38,49.3
Pierce County,Tacoma School District,Geiger,SBA,MATH,4,All,32,45.7
Pierce County,Tacoma School District,Geiger,SBA,MATH,5,All,18,32.1
Whatcom County,Bellingham School District,Geneva Elementary School,SBA,ELA,3,All,42,60
Whatcom County,Bellingham School District,Geneva Elementary School,SBA,ELA,4,All,53,67.9
Whatcom County,Bellingham School District,Geneva Elementary School,SBA,ELA,5,All,28,44.4
Whatcom County,Bellingham School District,Geneva Elementary School,SBA,MATH,3,All,49,70
Whatcom County,Bellingham School District,Geneva Elementary School,SBA,MATH,4,All,55,71.4
Whatcom County,Bellingham School District,Geneva Elementary School,SBA,MATH,5,All,29,46
Clark County,Vancouver School District,George C Marshall Elementary,SBA,ELA,3,All,38,50.6
Clark County,Vancouver School District,George C Marshall Elementary,SBA,ELA,4,All,22,40.7
Clark County,Vancouver School District,George C Marshall Elementary,SBA,ELA,5,All,33,58.9
Clark County,Vancouver School District,George C Marshall Elementary,SBA,MATH,3,All,35,46.6
Clark County,Vancouver School District,George C Marshall Elementary,SBA,MATH,4,All,16,29.6
Clark County,Vancouver School District,George C Marshall Elementary,SBA,MATH,5,All,20,35.7
Grant County,Quincy School District,George Elementary,SBA,ELA,3,All,7,21.8
Grant County,Quincy School District,George Elementary,SBA,ELA,4,All,6,25
Grant County,Quincy School District,George Elementary,SBA,MATH,3,All,13,40.6
Grant County,Quincy School District,George Elementary,SBA,MATH,4,All,5,20.8
King County,Kent School District,George T. Daniel Elementary School,SBA,ELA,3,All,19,31.6
King County,Kent School District,George T. Daniel Elementary School,SBA,ELA,4,All,17,32
King County,Kent School District,George T. Daniel Elementary School,SBA,ELA,5,All,18,26.8
King County,Kent School District,George T. Daniel Elementary School,SBA,ELA,6,All,31,53.4
King County,Kent School District,George T. Daniel Elementary School,SBA,MATH,3,All,24,39.3
King County,Kent School District,George T. Daniel Elementary School,SBA,MATH,4,All,14,26.9
King County,Kent School District,George T. Daniel Elementary School,SBA,MATH,5,All,17,25.7
King County,Kent School District,George T. Daniel Elementary School,SBA,MATH,6,All,25,42.3
Thurston County,Tumwater School District,George Washington Bush Middle Sch,SBA,ELA,7,All,155,60.5
Thurston County,Tumwater School District,George Washington Bush Middle Sch,SBA,ELA,8,All,162,63.5
Thurston County,Tumwater School District,George Washington Bush Middle Sch,SBA,MATH,7,All,139,54
Thurston County,Tumwater School District,George Washington Bush Middle Sch,SBA,MATH,8,All,142,55.9
Stevens County,Chewelah School District,Gess Elementary,SBA,ELA,3,All,,
Stevens County,Chewelah School District,Gess Elementary,SBA,ELA,4,All,,
Stevens County,Chewelah School District,Gess Elementary,SBA,ELA,5,All,,
Stevens County,Chewelah School District,Gess Elementary,SBA,ELA,6,All,,
Stevens County,Chewelah School District,Gess Elementary,SBA,MATH,3,All,,
Stevens County,Chewelah School District,Gess Elementary,SBA,MATH,4,All,,
Stevens County,Chewelah School District,Gess Elementary,SBA,MATH,5,All,,
Stevens County,Chewelah School District,Gess Elementary,SBA,MATH,6,All,,
Pierce County,Peninsula School District,Gig Harbor High,SBA,ELA,11,All,349,90.1
Pierce County,Peninsula School District,Gig Harbor High,SBA,MATH,11,All,99,27.2
Yakima County,Yakima School District,Gilbert Elementary School,SBA,ELA,3,All,25,23.3
Yakima County,Yakima School District,Gilbert Elementary School,SBA,ELA,4,All,37,43
Yakima County,Yakima School District,Gilbert Elementary School,SBA,ELA,5,All,37,43
Yakima County,Yakima School District,Gilbert Elementary School,SBA,MATH,3,All,41,38.3
Yakima County,Yakima School District,Gilbert Elementary School,SBA,MATH,4,All,36,41.8
Yakima County,Yakima School District,Gilbert Elementary School,SBA,MATH,5,All,25,29.4
King County,Auburn School District,Gildo Rey Elementary School,SBA,ELA,3,All,68,73.9
King County,Auburn School District,Gildo Rey Elementary School,SBA,ELA,4,All,67,77.9
King County,Auburn School District,Gildo Rey Elementary School,SBA,ELA,5,All,65,68.4
King County,Auburn School District,Gildo Rey Elementary School,SBA,MATH,3,All,77,82.7
King County,Auburn School District,Gildo Rey Elementary School,SBA,MATH,4,All,72,81.8
King County,Auburn School District,Gildo Rey Elementary School,SBA,MATH,5,All,75,78.1
Pierce County,White River School District,Glacier Middle School,SBA,ELA,6,All,,
Pierce County,White River School District,Glacier Middle School,SBA,ELA,7,All,,
Pierce County,White River School District,Glacier Middle School,SBA,ELA,8,All,175,65.2
Pierce County,White River School District,Glacier Middle School,SBA,MATH,6,All,,
Pierce County,White River School District,Glacier Middle School,SBA,MATH,7,All,,
Pierce County,White River School District,Glacier Middle School,SBA,MATH,8,All,113,42.4
King County,Tahoma School District,Glacier Park Elementary,SBA,ELA,3,All,134,75.7
