County,District,School,testAdministration,Subject,GradeLevel,StudentGroup,countMetStandardIncludingPP,PercentMetStandardIncludingPP
King County,Seattle Public Schools,Aki Kurose Middle School,SBA,ELA,7,All,126,53.8
King County,Seattle Public Schools,Aki Kurose Middle School,SBA,ELA,8,All,122,56.7
King County,Seattle Public Schools,Aki Kurose Middle School,SBA,MATH,6,All,122,47.2
King County,Seattle Public Schools,Aki Kurose Middle School,SBA,MATH,7,All,114,48.5
King County,Seattle Public Schools,Aki Kurose Middle School,SBA,MATH,8,All,122,56.4
King County,Shoreline School District,Albert Einstein Middle School,SBA,ELA,6,All,,
King County,Shoreline School District,Albert Einstein Middle School,SBA,ELA,7,All,250,76.6
King County,Shoreline School District,Albert Einstein Middle School,SBA,ELA,8,All,266,73.2
King County,Shoreline School District,Albert Einstein Middle School,SBA,MATH,6,All,,
King County,Shoreline School District,Albert Einstein Middle School,SBA,MATH,7,All,217,66.3
King County,Shoreline School District,Albert Einstein Middle School,SBA,MATH,8,All,243,66.3
King County,Lake Washington School District,Alcott Elementary,SBA,ELA,3,All,150,94.9
King County,Lake Washington School District,Alcott Elementary,SBA,ELA,4,All,118,88
King County,Lake Washington School District,Alcott Elementary,SBA,ELA,5,All,110,88
King County,Lake Washington School District,Alcott Elementary,SBA,MATH,3,All,150,93.7
King County,Lake Washington School District,Alcott Elementary,SBA,MATH,4,All,118,88
King County,Lake Washington School District,Alcott Elementary,SBA,MATH,5,All,98,79
Whatcom County,Bellingham School District,Alderwood Elementary School,SBA,ELA,3,All,14,34.1
Whatcom County,Bellingham School District,Alderwood Elementary School,SBA,ELA,4,All,,
Whatcom County,Bellingham School District,Alderwood Elementary School,SBA,ELA,5,All,25,67.5
Whatcom County,Bellingham School District,Alderwood Elementary School,SBA,MATH,3,All,16,39
Whatcom County,Bellingham School District,Alderwood Elementary School,SBA,MATH,4,All,,
Whatcom County,Bellingham School District,Alderwood Elementary School,SBA,MATH,5,All,23,62.1
Snohomish County,Edmonds School District,Alderwood Middle School,SBA,ELA,6,All,,
Snohomish County,Edmonds School District,Alderwood Middle School,SBA,ELA,7,All,222,63.4
Snohomish County,Edmonds School District,Alderwood Middle School,SBA,ELA,8,All,226,60.5
Snohomish County,Edmonds School District,Alderwood Middle School,SBA,MATH,6,All,,
Snohomish County,Edmonds School District,Alderwood Middle School,SBA,MATH,7,All,192,54.7
Snohomish County,Edmonds School District,Alderwood Middle School,SBA,MATH,8,All,193,51.3
King County,Seattle Public Schools,Alki Elementary School,SBA,ELA,3,All,58,80.5
King County,Seattle Public Schools,Alki Elementary School,SBA,ELA,4,All,59,83
King County,Seattle Public Schools,Alki Elementary School,SBA,ELA,5,All,51,82.2
King County,Seattle Public Schools,Alki Elementary School,SBA,MATH,3,All,58,79.4
King County,Seattle Public Schools,Alki Elementary School,SBA,MATH,4,All,54,76
King County,Seattle Public Schools,Alki Elementary School,SBA,MATH,5,All,45,72.5
Clark County,Vancouver School District,Alki Middle School,SBA,ELA,6,All,142,66
Clark County,Vancouver School District,Alki Middle School,SBA,ELA,7,All,180,75
Clark County,Vancouver School District,Alki Middle School,SBA,ELA,8,All,185,80.4
Clark County,Vancouver School District,Alki Middle School,SBA,MATH,6,All,141,65.5
Clark County,Vancouver School District,Alki Middle School,SBA,MATH,7,All,164,68.3
Clark County,Vancouver School District,Alki Middle School,SBA,MATH,8,All,144,62.6
Snohomish County,Marysville School District,Allen Creek Elementary School,SBA,ELA,3,All,42,54.5
Snohomish County,Marysville School District,Allen Creek Elementary School,SBA,ELA,4,All,28,37.8
Snohomish County,Marysville School District,Allen Creek Elementary School,SBA,ELA,5,All,46,56
Snohomish County,Marysville School District,Allen Creek Elementary School,SBA,MATH,3,All,43,56.5
Snohomish County,Marysville School District,Allen Creek Elementary School,SBA,MATH,4,All,44,59.4
Snohomish County,Marysville School District,Allen Creek Elementary School,SBA,MATH,5,All,37,45.1
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,ELA,3,All,5,12.1
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,ELA,4,All,15,33.3
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,ELA,5,All,11,23.4
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,ELA,6,All,15,25.8
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,ELA,7,All,15,32.6
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,ELA,8,All,,
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,MATH,3,All,8,19
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,MATH,4,All,19,42.2
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,MATH,5,All,7,14.2
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,MATH,6,All,11,18.6
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,MATH,7,All,12,26
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,MATH,8,All,,
Grant County,Coulee-Hartline School District,Almira Coulee Hartline High School,SBA,ELA,11,All,,
Grant County,Coulee-Hartline School District,Almira Coulee Hartline High School,SBA,MATH,11,All,6,37.5
Lincoln County,Almira School District,Almira Elementary School,SBA,ELA,3,All,,
Lincoln County,Almira School District,Almira Elementary School,SBA,ELA,4,All,,
Lincoln County,Almira School District,Almira Elementary School,SBA,ELA,5,All,,
Lincoln County,Almira School District,Almira Elementary School,SBA,ELA,6,All,24,92.3
Lincoln County,Almira School District,Almira Elementary School,SBA,ELA,7,All,17,70.8
Lincoln County,Almira School District,Almira Elementary School,SBA,ELA,8,All,11,57.8
Lincoln County,Almira School District,Almira Elementary School,SBA,MATH,3,All,,
Lincoln County,Almira School District,Almira Elementary School,SBA,MATH,4,All,,
Lincoln County,Almira School District,Almira Elementary School,SBA,MATH,5,All,,
Lincoln County,Almira School District,Almira Elementary School,SBA,MATH,6,All,22,84.6
Lincoln County,Almira School District,Almira Elementary School,SBA,MATH,7,All,15,62.5
Lincoln County,Almira School District,Almira Elementary School,SBA,MATH,8,All,12,66.6
King County,Auburn School District,Alpac Elementary School,SBA,ELA,3,All,58,57.4
King County,Auburn School District,Alpac Elementary School,SBA,ELA,4,All,39,56.5
King County,Auburn School District,Alpac Elementary School,SBA,ELA,5,All,59,63.4
King County,Auburn School District,Alpac Elementary School,SBA,MATH,3,All,78,77.2
King County,Auburn School District,Alpac Elementary School,SBA,MATH,4,All,43,62.3
King County,Auburn School District,Alpac Elementary School,SBA,MATH,5,All,59,63.4
Walla Walla County,Walla Walla Public Schools,Alternative Education Program,SBA,ELA,11,All,,
Walla Walla County,Walla Walla Public Schools,Alternative Education Program,SBA,MATH,11,All,4,22.2
Kitsap County,Central Kitsap School District,Alternative High School,SBA,ELA,11,All,26,48.1
Kitsap County,Central Kitsap School District,Alternative High School,SBA,MATH,11,All,,
Okanogan County,Methow Valley School District,Alternative School,SBA,ELA,11,All,,
Okanogan County,Methow Valley School District,Alternative School,SBA,MATH,11,All,,
,,Alternative Tamarack School,SBA,ELA,8,All,,
,,Alternative Tamarack School,SBA,MATH,7,All,,
,,Alternative Tamarack School,SBA,MATH,8,All,,
,,Alternative Tamarack School,SBA,MATH,11,All,,
Clark County,Battle Ground School District,Amboy Middle School,SBA,ELA,5,All,96,64.8
Clark County,Battle Ground School District,Amboy Middle School,SBA,ELA,6,All,96,65.7
Clark County,Battle Ground School District,Amboy Middle School,SBA,ELA,7,All,90,62
Clark County,Battle Ground School District,Amboy Middle School,SBA,ELA,8,All,85,62.9
Clark County,Battle Ground School District,Amboy Middle School,SBA,MATH,5,All,57,38.5
Clark County,Battle Ground School District,Amboy Middle School,SBA,MATH,6,All,98,67.1
Clark County,Battle Ground School District,Amboy Middle School,SBA,MATH,7,All,80,54.7
Clark County,Battle Ground School District,Amboy Middle School,SBA,MATH,8,All,72,53.3
Benton County,Kennewick School District,Amistad Elementary School,SBA,ELA,3,All,13,13.9
Benton County,Kennewick School District,Amistad Elementary School,SBA,ELA,4,All,18,20.2
Benton County,Kennewick School District,Amistad Elementary School,SBA,ELA,5,All,11,12.5
Benton County,Kennewick School District,Amistad Elementary School,SBA,MATH,3,All,22,23.4
Benton County,Kennewick School District,Amistad Elementary School,SBA,MATH,4,All,12,13.4
Benton County,Kennewick School District,Amistad Elementary School,SBA,MATH,5,All,12,13.4
Skagit County,Anacortes School District,Anacortes High School,SBA,ELA,11,All,,
Skagit County,Anacortes School District,Anacortes High School,SBA,MATH,11,All,91,52
Skagit County,Anacortes School District,Anacortes Middle School,SBA,ELA,7,All,153,68
Skagit County,Anacortes School District,Anacortes Middle School,SBA,ELA,8,All,164,74.5
Skagit County,Anacortes School District,Anacortes Middle School,SBA,MATH,7,All,147,65.3
Skagit County,Anacortes School District,Anacortes Middle School,SBA,MATH,8,All,154,70
Pierce County,Steilacoom Hist. School District,Anderson Island Elementary,SBA,ELA,3,All,,
Pierce County,Steilacoom Hist. School District,Anderson Island Elementary,SBA,ELA,4,All,,
Pierce County,Steilacoom Hist. School District,Anderson Island Elementary,SBA,ELA,5,All,,
Pierce County,Steilacoom Hist. School District,Anderson Island Elementary,SBA,MATH,3,All,,
Pierce County,Steilacoom Hist. School District,Anderson Island Elementary,SBA,MATH,4,All,,
Pierce County,Steilacoom Hist. School District,Anderson Island Elementary,SBA,MATH,5,All,,
Pierce County,Tacoma School District,Angelo Giaudrone Middle School,SBA,ELA,6,All,95,43.9
Pierce County,Tacoma School District,Angelo Giaudrone Middle School,SBA,ELA,7,All,76,37.4
Pierce County,Tacoma School District,Angelo Giaudrone Middle School,SBA,ELA,8,All,93,44.4
Pierce County,Tacoma School District,Angelo Giaudrone Middle School,SBA,MATH,6,All,71,33.1
Pierce County,Tacoma School District,Angelo Giaudrone Middle School,SBA,MATH,7,All,90,44.1
Pierce County,Tacoma School District,Angelo Giaudrone Middle School,SBA,MATH,8,All,66,31.7
King County,Issaquah School District,Apollo Elementary,SBA,ELA,3,All,80,72.7
King County,Issaquah School District,Apollo Elementary,SBA,ELA,4,All,94,78.9
King County,Issaquah School District,Apollo Elementary,SBA,ELA,5,All,81,80.1
King County,Issaquah School District,Apollo Elementary,SBA,MATH,3,All,86,78.1
King County,Issaquah School District,Apollo Elementary,SBA,MATH,4,All,93,78.1
King County,Issaquah School District,Apollo Elementary,SBA,MATH,5,All,77,76.2
Lewis County,Winlock School District,Apolo High School,SBA,ELA,8,All,,
Lewis County,Winlock School District,Apolo High School,SBA,ELA,11,All,,
Lewis County,Winlock School District,Apolo High School,SBA,MATH,8,All,,
Lewis County,Winlock School District,Apolo High School,SBA,MATH,11,All,,
Yakima County,West Valley School District (Yakima),Apple Valley Elementary,SBA,ELA,3,All,46,65.7
Yakima County,West Valley School District (Yakima),Apple Valley Elementary,SBA,ELA,4,All,50,76.9
Yakima County,West Valley School District (Yakima),Apple Valley Elementary,SBA,MATH,3,All,60,85.7
Yakima County,West Valley School District (Yakima),Apple Valley Elementary,SBA,MATH,4,All,54,83
King County,Seattle Public Schools,Arbor Heights Elementary School,SBA,ELA,3,All,42,67.7
King County,Seattle Public Schools,Arbor Heights Elementary School,SBA,ELA,4,All,36,56.2
King County,Seattle Public Schools,Arbor Heights Elementary School,SBA,ELA,5,All,40,64.5
King County,Seattle Public Schools,Arbor Heights Elementary School,SBA,MATH,3,All,28,45.1
King County,Seattle Public Schools,Arbor Heights Elementary School,SBA,MATH,4,All,30,46.8
King County,Seattle Public Schools,Arbor Heights Elementary School,SBA,MATH,5,All,18,31
Spokane County,Deer Park School District,Arcadia Elementary,SBA,ELA,3,All,89,56.3
Spokane County,Deer Park School District,Arcadia Elementary,SBA,ELA,4,All,67,52.7
Spokane County,Deer Park School District,Arcadia Elementary,SBA,ELA,5,All,96,61.9
Spokane County,Deer Park School District,Arcadia Elementary,SBA,MATH,3,All,96,60.3
Spokane County,Deer Park School District,Arcadia Elementary,SBA,MATH,4,All,72,55.8
Spokane County,Deer Park School District,Arcadia Elementary,SBA,MATH,5,All,87,56.1
King County,Bellevue School District,Ardmore Elementary School,SBA,ELA,3,All,33,57.8
King County,Bellevue School District,Ardmore Elementary School,SBA,ELA,4,All,28,41.1
King County,Bellevue School District,Ardmore Elementary School,SBA,ELA,5,All,22,51.1
King County,Bellevue School District,Ardmore Elementary School,SBA,MATH,3,All,32,56.1
King County,Bellevue School District,Ardmore Elementary School,SBA,MATH,4,All,21,31.3
King County,Bellevue School District,Ardmore Elementary School,SBA,MATH,5,All,16,39
Pierce County,Tacoma School District,Arlington,SBA,ELA,3,All,,
Pierce County,Tacoma School District,Arlington,SBA,ELA,4,All,13,28.2
Pierce County,Tacoma School District,Arlington,SBA,ELA,5,All,16,38
Pierce County,Tacoma School District,Arlington,SBA,MATH,3,All,,
Pierce County,Tacoma School District,Arlington,SBA,MATH,4,All,13,28.8
Pierce County,Tacoma School District,Arlington,SBA,MATH,5,All,16,39
Spokane County,Spokane School District,Arlington Elementary,SBA,ELA,3,All,34,40
Spokane County,Spokane School District,Arlington Elementary,SBA,ELA,4,All,39,42.8
Spokane County,Spokane School District,Arlington Elementary,SBA,ELA,5,All,35,47.9
Spokane County,Spokane School District,Arlington Elementary,SBA,ELA,6,All,37,52.8
Spokane County,Spokane School District,Arlington Elementary,SBA,MATH,3,All,37,43.5
Spokane County,Spokane School District,Arlington Elementary,SBA,MATH,4,All,35,38
Spokane County,Spokane School District,Arlington Elementary,SBA,MATH,5,All,24,32.8
Spokane County,Spokane School District,Arlington Elementary,SBA,MATH,6,All,29,42
Snohomish County,Arlington School District,Arlington High School,SBA,ELA,11,All,312,81.2
Snohomish County,Arlington School District,Arlington High School,SBA,MATH,11,All,133,35.6
Snohomish County,Arlington School District,Arlington Special Educ School,SBA,ELA,3,All,,
Snohomish County,Arlington School District,Arlington Special Educ School,SBA,MATH,3,All,,
Kitsap County,Bremerton School District,Armin Jahr Elementary,SBA,ELA,3,All,25,30.8
Kitsap County,Bremerton School District,Armin Jahr Elementary,SBA,ELA,4,All,,
Kitsap County,Bremerton School District,Armin Jahr Elementary,SBA,ELA,5,All,33,50
Kitsap County,Bremerton School District,Armin Jahr Elementary,SBA,MATH,3,All,37,46.2
Kitsap County,Bremerton School District,Armin Jahr Elementary,SBA,MATH,4,All,,
Kitsap County,Bremerton School District,Armin Jahr Elementary,SBA,MATH,5,All,27,40.9
King County,Northshore School District,Arrowhead Elementary,SBA,ELA,3,All,42,79.2
King County,Northshore School District,Arrowhead Elementary,SBA,ELA,4,All,50,80.6
King County,Northshore School District,Arrowhead Elementary,SBA,ELA,5,All,44,80
King County,Northshore School District,Arrowhead Elementary,SBA,ELA,6,All,48,80
King County,Northshore School District,Arrowhead Elementary,SBA,MATH,3,All,38,71.6
King County,Northshore School District,Arrowhead Elementary,SBA,MATH,4,All,50,80.6
King County,Northshore School District,Arrowhead Elementary,SBA,MATH,5,All,37,67.2
King County,Northshore School District,Arrowhead Elementary,SBA,MATH,6,All,45,75
King County,Auburn School District,Arthur Jacobsen Elementary,SBA,ELA,3,All,64,57.6
King County,Auburn School District,Arthur Jacobsen Elementary,SBA,ELA,4,All,63,57.2
King County,Auburn School District,Arthur Jacobsen Elementary,SBA,ELA,5,All,84,70.5
King County,Auburn School District,Arthur Jacobsen Elementary,SBA,MATH,3,All,71,63.9
King County,Auburn School District,Arthur Jacobsen Elementary,SBA,MATH,4,All,51,46.7
King County,Auburn School District,Arthur Jacobsen Elementary,SBA,MATH,5,All,74,62.1
Pierce County,Peninsula School District,Artondale Elementary School,SBA,ELA,3,All,49,84.4
Pierce County,Peninsula School District,Artondale Elementary School,SBA,ELA,4,All,50,66.6
Pierce County,Peninsula School District,Artondale Elementary School,SBA,ELA,5,All,57,77
Pierce County,Peninsula School District,Artondale Elementary School,SBA,MATH,3,All,48,82.7
Pierce County,Peninsula School District,Artondale Elementary School,SBA,MATH,4,All,49,65.3
Pierce County,Peninsula School District,Artondale Elementary School,SBA,MATH,5,All,45,60.8
King County,Highline School District,Arts & Academics Academy,SBA,ELA,11,All,38,50
King County,Highline School District,Arts & Academics Academy,SBA,MATH,11,All,7,10.1
Yakima County,Mabton School District,Artz Fox Elementary,SBA,ELA,3,All,19,26
Yakima County,Mabton School District,Artz Fox Elementary,SBA,ELA,4,All,8,8.8
Yakima County,Mabton School District,Artz Fox Elementary,SBA,ELA,5,All,10,16.9
Yakima County,Mabton School District,Artz Fox Elementary,SBA,ELA,6,All,21,28
Yakima County,Mabton School District,Artz Fox Elementary,SBA,MATH,3,All,20,27.3
Yakima County,Mabton School District,Artz Fox Elementary,SBA,MATH,4,All,5,5.5
Yakima County,Mabton School District,Artz Fox Elementary,SBA,MATH,5,All,7,11.8
Yakima County,Mabton School District,Artz Fox Elementary,SBA,MATH,6,All,10,13.3
Asotin County,Asotin-Anatone School District,Asotin Elementary,SBA,ELA,3,All,31,64.5
Asotin County,Asotin-Anatone School District,Asotin Elementary,SBA,ELA,4,All,28,65.1
Asotin County,Asotin-Anatone School District,Asotin Elementary,SBA,ELA,5,All,31,59.6
Asotin County,Asotin-Anatone School District,Asotin Elementary,SBA,MATH,3,All,28,58.3
Asotin County,Asotin-Anatone School District,Asotin Elementary,SBA,MATH,4,All,31,72
Asotin County,Asotin-Anatone School District,Asotin Elementary,SBA,MATH,5,All,18,34.6
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,ELA,6,All,33,55
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,ELA,7,All,29,51.7
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,ELA,8,All,33,71.7
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,ELA,11,All,,
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,MATH,6,All,35,58.3
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,MATH,7,All,28,50.9
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,MATH,8,All,32,69.5
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,MATH,11,All,23,43.3
Thurston County,North Thurston Public Schools,Aspire Middle School,SBA,ELA,6,All,90,84.9
Thurston County,North Thurston Public Schools,Aspire Middle School,SBA,ELA,7,All,88,83
Thurston County,North Thurston Public Schools,Aspire Middle School,SBA,ELA,8,All,81,90
Thurston County,North Thurston Public Schools,Aspire Middle School,SBA,MATH,6,All,78,72.8
Thurston County,North Thurston Public Schools,Aspire Middle School,SBA,MATH,7,All,86,81.1
Thurston County,North Thurston Public Schools,Aspire Middle School,SBA,MATH,8,All,76,84.4
King County,Auburn School District,Auburn Mountainview High School,SBA,ELA,11,All,301,84.5
King County,Auburn School District,Auburn Mountainview High School,SBA,MATH,11,All,84,24.7
King County,Auburn School District,Auburn Riverside High School,SBA,ELA,11,All,291,80.8
King County,Auburn School District,Auburn Riverside High School,SBA,MATH,8,All,,
King County,Auburn School District,Auburn Riverside High School,SBA,MATH,11,All,46,12.9
King County,Auburn School District,Auburn Senior High School,SBA,ELA,11,All,221,67.1
