County,District,School,testAdministration,Subject,GradeLevel,StudentGroup,countMetStandardIncludingPP,PercentMetStandardIncludingPP
King County,Seattle Public Schools,Madrona K-5 School,SBA,ELA,6,All,4,28.5
King County,Seattle Public Schools,Madrona K-5 School,SBA,ELA,7,All,15,60
King County,Seattle Public Schools,Madrona K-5 School,SBA,ELA,8,All,17,80.9
King County,Seattle Public Schools,Madrona K-5 School,SBA,MATH,3,All,17,51.5
King County,Seattle Public Schools,Madrona K-5 School,SBA,MATH,4,All,14,51.8
King County,Seattle Public Schools,Madrona K-5 School,SBA,MATH,5,All,9,39.1
King County,Seattle Public Schools,Madrona K-5 School,SBA,MATH,6,All,1,7.1
King County,Seattle Public Schools,Madrona K-5 School,SBA,MATH,7,All,8,32
King County,Seattle Public Schools,Madrona K-5 School,SBA,MATH,8,All,9,42.8
Snohomish County,Edmonds School District,Madrona Nongraded,SBA,ELA,3,All,47,72.3
Snohomish County,Edmonds School District,Madrona Nongraded,SBA,ELA,4,All,51,70.8
Snohomish County,Edmonds School District,Madrona Nongraded,SBA,ELA,5,All,49,69
Snohomish County,Edmonds School District,Madrona Nongraded,SBA,ELA,6,All,55,76.3
Snohomish County,Edmonds School District,Madrona Nongraded,SBA,ELA,7,All,56,76.7
Snohomish County,Edmonds School District,Madrona Nongraded,SBA,ELA,8,All,57,79.1
Snohomish County,Edmonds School District,Madrona Nongraded,SBA,MATH,3,All,51,78.4
Snohomish County,Edmonds School District,Madrona Nongraded,SBA,MATH,4,All,45,62.5
Snohomish County,Edmonds School District,Madrona Nongraded,SBA,MATH,5,All,44,61.9
Snohomish County,Edmonds School District,Madrona Nongraded,SBA,MATH,6,All,48,66.6
Snohomish County,Edmonds School District,Madrona Nongraded,SBA,MATH,7,All,50,68.4
Snohomish County,Edmonds School District,Madrona Nongraded,SBA,MATH,8,All,35,48.6
Snohomish County,Monroe School District,Maltby Elementary,SBA,ELA,3,All,44,57.8
Snohomish County,Monroe School District,Maltby Elementary,SBA,ELA,4,All,47,55.2
Snohomish County,Monroe School District,Maltby Elementary,SBA,ELA,5,All,53,73.6
Snohomish County,Monroe School District,Maltby Elementary,SBA,MATH,3,All,48,63.1
Snohomish County,Monroe School District,Maltby Elementary,SBA,MATH,4,All,40,47
Snohomish County,Monroe School District,Maltby Elementary,SBA,MATH,5,All,44,61.1
Kitsap County,South Kitsap School District,Manchester Elementary School,SBA,ELA,3,All,,
Kitsap County,South Kitsap School District,Manchester Elementary School,SBA,ELA,4,All,40,70.1
Kitsap County,South Kitsap School District,Manchester Elementary School,SBA,ELA,5,All,,
Kitsap County,South Kitsap School District,Manchester Elementary School,SBA,ELA,6,All,29,64.4
Kitsap County,South Kitsap School District,Manchester Elementary School,SBA,MATH,3,All,,
Kitsap County,South Kitsap School District,Manchester Elementary School,SBA,MATH,4,All,38,66.6
Kitsap County,South Kitsap School District,Manchester Elementary School,SBA,MATH,5,All,,
Kitsap County,South Kitsap School District,Manchester Elementary School,SBA,MATH,6,All,29,64.4
Pierce County,Tacoma School District,Manitou Park,SBA,ELA,3,All,44,56.4
Pierce County,Tacoma School District,Manitou Park,SBA,ELA,4,All,39,54.1
Pierce County,Tacoma School District,Manitou Park,SBA,ELA,5,All,24,33.8
Pierce County,Tacoma School District,Manitou Park,SBA,MATH,3,All,40,51.2
Pierce County,Tacoma School District,Manitou Park,SBA,MATH,4,All,32,44.4
Pierce County,Tacoma School District,Manitou Park,SBA,MATH,5,All,13,18.3
Pierce County,Tacoma School District,Mann,SBA,ELA,3,All,38,43.1
Pierce County,Tacoma School District,Mann,SBA,ELA,4,All,54,72.9
Pierce County,Tacoma School District,Mann,SBA,ELA,5,All,36,52.1
Pierce County,Tacoma School District,Mann,SBA,MATH,3,All,37,42
Pierce County,Tacoma School District,Mann,SBA,MATH,4,All,39,52.7
Pierce County,Tacoma School District,Mann,SBA,MATH,5,All,26,37.6
King County,Lake Washington School District,Mann Elementary,SBA,ELA,3,All,56,82.3
King County,Lake Washington School District,Mann Elementary,SBA,ELA,4,All,67,87
King County,Lake Washington School District,Mann Elementary,SBA,ELA,5,All,65,83.3
King County,Lake Washington School District,Mann Elementary,SBA,MATH,3,All,63,92.6
King County,Lake Washington School District,Mann Elementary,SBA,MATH,4,All,58,75.3
King County,Lake Washington School District,Mann Elementary,SBA,MATH,5,All,57,73
Pierce County,Clover Park School District,Mann Middle School,SBA,ELA,6,All,,
Pierce County,Clover Park School District,Mann Middle School,SBA,ELA,7,All,,
Pierce County,Clover Park School District,Mann Middle School,SBA,ELA,8,All,,
Pierce County,Clover Park School District,Mann Middle School,SBA,MATH,6,All,,
Pierce County,Clover Park School District,Mann Middle School,SBA,MATH,7,All,,
Pierce County,Clover Park School District,Mann Middle School,SBA,MATH,8,All,,
Douglas County,Mansfield School District,Mansfield Elem and High School,SBA,ELA,3,All,,
Douglas County,Mansfield School District,Mansfield Elem and High School,SBA,ELA,4,All,,
Douglas County,Mansfield School District,Mansfield Elem and High School,SBA,ELA,5,All,7,63.6
Douglas County,Mansfield School District,Mansfield Elem and High School,SBA,ELA,6,All,,
Douglas County,Mansfield School District,Mansfield Elem and High School,SBA,ELA,7,All,,
Douglas County,Mansfield School District,Mansfield Elem and High School,SBA,ELA,8,All,,
Douglas County,Mansfield School District,Mansfield Elem and High School,SBA,ELA,11,All,,
Douglas County,Mansfield School District,Mansfield Elem and High School,SBA,MATH,3,All,,
Douglas County,Mansfield School District,Mansfield Elem and High School,SBA,MATH,4,All,,
Douglas County,Mansfield School District,Mansfield Elem and High School,SBA,MATH,5,All,3,27.2
Douglas County,Mansfield School District,Mansfield Elem and High School,SBA,MATH,6,All,,
Douglas County,Mansfield School District,Mansfield Elem and High School,SBA,MATH,7,All,,
Douglas County,Mansfield School District,Mansfield Elem and High School,SBA,MATH,8,All,,
Douglas County,Mansfield School District,Mansfield Elem and High School,SBA,MATH,11,All,,
Chelan County,Manson School District,Manson Elementary,SBA,ELA,3,All,14,22.9
Chelan County,Manson School District,Manson Elementary,SBA,ELA,4,All,13,27.6
Chelan County,Manson School District,Manson Elementary,SBA,ELA,5,All,19,35.8
Chelan County,Manson School District,Manson Elementary,SBA,MATH,3,All,26,42.6
Chelan County,Manson School District,Manson Elementary,SBA,MATH,4,All,10,21.2
Chelan County,Manson School District,Manson Elementary,SBA,MATH,5,All,12,22.6
Chelan County,Manson School District,Manson High School,SBA,ELA,11,All,27,64.2
Chelan County,Manson School District,Manson High School,SBA,MATH,11,All,9,21.4
Chelan County,Manson School District,Manson Middle School,SBA,ELA,6,All,12,25
Chelan County,Manson School District,Manson Middle School,SBA,ELA,7,All,18,39.1
Chelan County,Manson School District,Manson Middle School,SBA,ELA,8,All,20,36.3
Chelan County,Manson School District,Manson Middle School,SBA,MATH,6,All,9,18.7
Chelan County,Manson School District,Manson Middle School,SBA,MATH,7,All,12,26
Chelan County,Manson School District,Manson Middle School,SBA,MATH,8,All,9,16.3
King County,Seattle Public Schools,Maple Elementary School,SBA,ELA,3,All,41,54.6
King County,Seattle Public Schools,Maple Elementary School,SBA,ELA,4,All,50,66.6
King County,Seattle Public Schools,Maple Elementary School,SBA,ELA,5,All,49,66.2
King County,Seattle Public Schools,Maple Elementary School,SBA,MATH,3,All,40,52.6
King County,Seattle Public Schools,Maple Elementary School,SBA,MATH,4,All,53,70.6
King County,Seattle Public Schools,Maple Elementary School,SBA,MATH,5,All,48,64.8
Clark County,Battle Ground School District,Maple Grove K-8,SBA,ELA,3,All,24,42.8
Clark County,Battle Ground School District,Maple Grove K-8,SBA,ELA,4,All,20,40.8
Clark County,Battle Ground School District,Maple Grove K-8,SBA,ELA,5,All,18,35.2
Clark County,Battle Ground School District,Maple Grove K-8,SBA,ELA,6,All,15,30.6
Clark County,Battle Ground School District,Maple Grove K-8,SBA,ELA,7,All,19,48.7
Clark County,Battle Ground School District,Maple Grove K-8,SBA,ELA,8,All,32,51.6
Clark County,Battle Ground School District,Maple Grove K-8,SBA,MATH,3,All,25,44.6
Clark County,Battle Ground School District,Maple Grove K-8,SBA,MATH,4,All,16,32.6
Clark County,Battle Ground School District,Maple Grove K-8,SBA,MATH,5,All,14,27.4
Clark County,Battle Ground School District,Maple Grove K-8,SBA,MATH,6,All,17,34.6
Clark County,Battle Ground School District,Maple Grove K-8,SBA,MATH,7,All,15,38.4
Clark County,Battle Ground School District,Maple Grove K-8,SBA,MATH,8,All,16,25.8
King County,Issaquah School District,Maple Hills Elementary,SBA,ELA,3,All,,
King County,Issaquah School District,Maple Hills Elementary,SBA,ELA,4,All,,
King County,Issaquah School District,Maple Hills Elementary,SBA,ELA,5,All,55,64.7
King County,Issaquah School District,Maple Hills Elementary,SBA,MATH,3,All,,
King County,Issaquah School District,Maple Hills Elementary,SBA,MATH,4,All,,
King County,Issaquah School District,Maple Hills Elementary,SBA,MATH,5,All,47,55.2
Pierce County,Sumner School District,Maple Lawn Elementary,SBA,ELA,3,All,82,65
Pierce County,Sumner School District,Maple Lawn Elementary,SBA,ELA,4,All,79,83.1
Pierce County,Sumner School District,Maple Lawn Elementary,SBA,ELA,5,All,75,69.4
Pierce County,Sumner School District,Maple Lawn Elementary,SBA,MATH,3,All,96,75.5
Pierce County,Sumner School District,Maple Lawn Elementary,SBA,MATH,4,All,74,77.8
Pierce County,Sumner School District,Maple Lawn Elementary,SBA,MATH,5,All,68,62.9
Snohomish County,Edmonds School District,Maplewood Center,SBA,ELA,3,All,,
Snohomish County,Edmonds School District,Maplewood Center,SBA,ELA,5,All,,
Snohomish County,Edmonds School District,Maplewood Center,SBA,ELA,8,All,,
Snohomish County,Edmonds School District,Maplewood Center,SBA,MATH,3,All,,
Snohomish County,Edmonds School District,Maplewood Center,SBA,MATH,5,All,,
Snohomish County,Edmonds School District,Maplewood Center,SBA,MATH,8,All,,
Pierce County,Puyallup School District,Maplewood Elementary,SBA,ELA,3,All,37,57.8
Pierce County,Puyallup School District,Maplewood Elementary,SBA,ELA,4,All,50,73.5
Pierce County,Puyallup School District,Maplewood Elementary,SBA,ELA,5,All,38,69
Pierce County,Puyallup School District,Maplewood Elementary,SBA,ELA,6,All,39,68.4
Pierce County,Puyallup School District,Maplewood Elementary,SBA,MATH,3,All,40,62.5
Pierce County,Puyallup School District,Maplewood Elementary,SBA,MATH,4,All,53,77.9
Pierce County,Puyallup School District,Maplewood Elementary,SBA,MATH,5,All,32,58.1
Pierce County,Puyallup School District,Maplewood Elementary,SBA,MATH,6,All,33,57.8
King County,Renton School District,Maplewood Heights Elementary School,SBA,ELA,3,All,73,66.3
King County,Renton School District,Maplewood Heights Elementary School,SBA,ELA,4,All,66,61.1
King County,Renton School District,Maplewood Heights Elementary School,SBA,ELA,5,All,72,77.4
King County,Renton School District,Maplewood Heights Elementary School,SBA,MATH,3,All,73,66.3
King County,Renton School District,Maplewood Heights Elementary School,SBA,MATH,4,All,71,65.7
King County,Renton School District,Maplewood Heights Elementary School,SBA,MATH,5,All,62,65.9
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,ELA,3,All,39,81.2
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,ELA,4,All,46,92
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,ELA,5,All,50,92.5
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,ELA,6,All,49,90.7
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,ELA,7,All,50,84.7
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,ELA,8,All,43,87.7
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,MATH,3,All,43,89.5
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,MATH,4,All,46,92
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,MATH,5,All,48,88.8
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,MATH,6,All,47,87
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,MATH,7,All,44,74.5
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,MATH,8,All,43,87.7
Benton County,Richland School District,Marcus Whitman Elementary,SBA,ELA,3,All,60,63.8
Benton County,Richland School District,Marcus Whitman Elementary,SBA,ELA,4,All,38,39.5
Benton County,Richland School District,Marcus Whitman Elementary,SBA,ELA,5,All,43,46.7
Benton County,Richland School District,Marcus Whitman Elementary,SBA,MATH,3,All,66,70.2
Benton County,Richland School District,Marcus Whitman Elementary,SBA,MATH,4,All,37,38.5
Benton County,Richland School District,Marcus Whitman Elementary,SBA,MATH,5,All,28,30.4
Kitsap County,South Kitsap School District,Marcus Whitman Junior High,SBA,ELA,7,All,113,49.1
Kitsap County,South Kitsap School District,Marcus Whitman Junior High,SBA,ELA,8,All,122,52.1
Kitsap County,South Kitsap School District,Marcus Whitman Junior High,SBA,MATH,7,All,92,40
Kitsap County,South Kitsap School District,Marcus Whitman Junior High,SBA,MATH,8,All,77,32.7
Yakima County,Highland School District,Marcus Whitman-Cowiche Elementary,SBA,ELA,3,All,35,38
Yakima County,Highland School District,Marcus Whitman-Cowiche Elementary,SBA,MATH,3,All,42,45.6
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,ELA,3,All,17,9.4
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,ELA,4,All,34,15.4
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,ELA,5,All,49,23.7
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,ELA,6,All,42,22.2
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,MATH,3,All,44,24.4
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,MATH,4,All,53,24
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,MATH,5,All,23,11.2
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,MATH,6,All,40,21.2
Snohomish County,Mukilteo School District,Mariner High School,SBA,ELA,11,All,,
Snohomish County,Mukilteo School District,Mariner High School,SBA,MATH,11,All,86,17.5
Cowlitz County,Longview School District,Mark Morris High School,SBA,ELA,11,All,166,71.5
Cowlitz County,Longview School District,Mark Morris High School,SBA,MATH,11,All,78,33.9
Franklin County,Pasco School District,Mark Twain Elementary,SBA,ELA,3,All,27,22.5
Franklin County,Pasco School District,Mark Twain Elementary,SBA,ELA,4,All,47,43.1
Franklin County,Pasco School District,Mark Twain Elementary,SBA,ELA,5,All,49,41.8
Franklin County,Pasco School District,Mark Twain Elementary,SBA,ELA,6,All,34,31.7
Franklin County,Pasco School District,Mark Twain Elementary,SBA,MATH,3,All,33,27.5
Franklin County,Pasco School District,Mark Twain Elementary,SBA,MATH,4,All,55,50.4
Franklin County,Pasco School District,Mark Twain Elementary,SBA,MATH,5,All,23,19.6
Franklin County,Pasco School District,Mark Twain Elementary,SBA,MATH,6,All,24,22.4
King County,Federal Way School District,Mark Twain Elementary School,SBA,ELA,3,All,20,20.6
King County,Federal Way School District,Mark Twain Elementary School,SBA,ELA,4,All,16,16.1
King County,Federal Way School District,Mark Twain Elementary School,SBA,ELA,5,All,29,34.1
King County,Federal Way School District,Mark Twain Elementary School,SBA,MATH,3,All,39,40.2
King County,Federal Way School District,Mark Twain Elementary School,SBA,MATH,4,All,25,26
King County,Federal Way School District,Mark Twain Elementary School,SBA,MATH,5,All,22,26.1
Clark County,Evergreen School District (Clark),Marrion Elementary School,SBA,ELA,3,All,30,33.7
Clark County,Evergreen School District (Clark),Marrion Elementary School,SBA,ELA,4,All,36,38.2
Clark County,Evergreen School District (Clark),Marrion Elementary School,SBA,ELA,5,All,37,40.6
Clark County,Evergreen School District (Clark),Marrion Elementary School,SBA,MATH,3,All,41,46
Clark County,Evergreen School District (Clark),Marrion Elementary School,SBA,MATH,4,All,42,44.6
Clark County,Evergreen School District (Clark),Marrion Elementary School,SBA,MATH,5,All,20,22.4
Snohomish County,Marysville School District,Marshall Elementary,SBA,ELA,3,All,21,32.8
Snohomish County,Marysville School District,Marshall Elementary,SBA,ELA,4,All,30,46.8
Snohomish County,Marysville School District,Marshall Elementary,SBA,ELA,5,All,,
Snohomish County,Marysville School District,Marshall Elementary,SBA,MATH,3,All,20,31.2
Snohomish County,Marysville School District,Marshall Elementary,SBA,MATH,4,All,28,43.7
Snohomish County,Marysville School District,Marshall Elementary,SBA,MATH,5,All,,
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,ELA,3,All,37,53.6
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,ELA,4,All,27,40.2
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,ELA,5,All,41,51.8
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,ELA,6,All,41,48.2
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,MATH,3,All,37,53.6
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,MATH,4,All,28,41.7
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,MATH,5,All,33,41.7
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,MATH,6,All,40,47
,,Martin Hall Detention Ctr,SBA,ELA,11,All,,
,,Martin Hall Detention Ctr,SBA,MATH,11,All,,
Clark County,Vancouver School District,Martin Luther King Elementary,SBA,ELA,3,All,21,27.6
Clark County,Vancouver School District,Martin Luther King Elementary,SBA,ELA,4,All,26,29.5
Clark County,Vancouver School District,Martin Luther King Elementary,SBA,ELA,5,All,41,54.6
Clark County,Vancouver School District,Martin Luther King Elementary,SBA,MATH,3,All,33,44
Clark County,Vancouver School District,Martin Luther King Elementary,SBA,MATH,4,All,29,32.5
Clark County,Vancouver School District,Martin Luther King Elementary,SBA,MATH,5,All,33,44
Yakima County,Yakima School District,Martin Luther King Jr Elementary,SBA,ELA,3,All,17,17
Yakima County,Yakima School District,Martin Luther King Jr Elementary,SBA,ELA,4,All,22,19.6
Yakima County,Yakima School District,Martin Luther King Jr Elementary,SBA,ELA,5,All,14,16
Yakima County,Yakima School District,Martin Luther King Jr Elementary,SBA,MATH,3,All,28,28.2
Yakima County,Yakima School District,Martin Luther King Jr Elementary,SBA,MATH,4,All,20,17.8
Yakima County,Yakima School District,Martin Luther King Jr Elementary,SBA,MATH,5,All,7,8.2
King County,Seattle Public Schools,Martin Luther King Jr. Elementary School,SBA,ELA,3,All,18,42.8
King County,Seattle Public Schools,Martin Luther King Jr. Elementary School,SBA,ELA,4,All,15,31.2
King County,Seattle Public Schools,Martin Luther King Jr. Elementary School,SBA,ELA,5,All,8,18.6
King County,Seattle Public Schools,Martin Luther King Jr. Elementary School,SBA,MATH,3,All,22,51.1
King County,Seattle Public Schools,Martin Luther King Jr. Elementary School,SBA,MATH,4,All,15,31.2
King County,Seattle Public Schools,Martin Luther King Jr. Elementary School,SBA,MATH,5,All,17,39.5
King County,Kent School District,Martin Sortun Elementary School,SBA,ELA,3,All,70,75.2
King County,Kent School District,Martin Sortun Elementary School,SBA,ELA,4,All,64,68.8
King County,Kent School District,Martin Sortun Elementary School,SBA,ELA,5,All,69,73.4
King County,Kent School District,Martin Sortun Elementary School,SBA,ELA,6,All,76,73
King County,Kent School District,Martin Sortun Elementary School,SBA,MATH,3,All,74,78.7
King County,Kent School District,Martin Sortun Elementary School,SBA,MATH,4,All,60,64.5
King County,Kent School District,Martin Sortun Elementary School,SBA,MATH,5,All,58,61.7
King County,Kent School District,Martin Sortun Elementary School,SBA,MATH,6,All,67,64.4
King County,Highline School District,Marvista Elementary,SBA,ELA,3,All,56,60.8
King County,Highline School District,Marvista Elementary,SBA,ELA,4,All,55,66.2
King County,Highline School District,Marvista Elementary,SBA,ELA,5,All,53,64.6
King County,Highline School District,Marvista Elementary,SBA,ELA,6,All,44,53.6
King County,Highline School District,Marvista Elementary,SBA,MATH,3,All,62,67.3
King County,Highline School District,Marvista Elementary,SBA,MATH,4,All,52,62.6
King County,Highline School District,Marvista Elementary,SBA,MATH,5,All,47,57.3
King County,Highline School District,Marvista Elementary,SBA,MATH,6,All,41,50
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,ELA,3,All,2,13.3
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,ELA,4,All,4,33.3
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,ELA,5,All,5,50
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,ELA,6,All,6,40
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,ELA,7,All,6,54.5
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,ELA,8,All,7,41.1
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,ELA,11,All,,
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,MATH,3,All,1,6.6
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,MATH,4,All,3,25
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,MATH,5,All,3,30
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,MATH,6,All,3,20
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,MATH,7,All,,
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,MATH,8,All,3,17.6
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,MATH,11,All,2,16.6
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,ELA,3,All,29,50.8
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,ELA,4,All,32,54.2
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,ELA,5,All,25,51
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,ELA,6,All,23,37.7
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,MATH,3,All,35,61.4
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,MATH,4,All,26,44.8
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,MATH,5,All,25,51
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,MATH,6,All,14,22.9
Stevens County,Mary Walker School District,Mary Walker High School,SBA,ELA,11,All,,
Stevens County,Mary Walker School District,Mary Walker High School,SBA,MATH,11,All,,
,,Mary Walker Promise,SBA,ELA,3,All,,
,,Mary Walker Promise,SBA,ELA,4,All,,
,,Mary Walker Promise,SBA,ELA,5,All,,
,,Mary Walker Promise,SBA,ELA,6,All,,
,,Mary Walker Promise,SBA,ELA,7,All,,
,,Mary Walker Promise,SBA,ELA,8,All,,
,,Mary Walker Promise,SBA,ELA,11,All,,
,,Mary Walker Promise,SBA,MATH,3,All,,
,,Mary Walker Promise,SBA,MATH,4,All,,
,,Mary Walker Promise,SBA,MATH,5,All,,
,,Mary Walker Promise,SBA,MATH,6,All,,
,,Mary Walker Promise,SBA,MATH,7,All,,
,,Mary Walker Promise,SBA,MATH,8,All,,
,,Mary Walker Promise,SBA,MATH,11,All,,
Snohomish County,Marysville School District,Marysville Arts and Technology High School,SBA,ELA,11,All,28,53.8
Snohomish County,Marysville School District,Marysville Arts and Technology High School,SBA,MATH,11,All,,
Snohomish County,Marysville School District,Marysville Coop Program,SBA,ELA,3,All,,
Snohomish County,Marysville School District,Marysville Coop Program,SBA,ELA,4,All,,
Snohomish County,Marysville School District,Marysville Coop Program,SBA,ELA,5,All,31,72
Snohomish County,Marysville School District,Marysville Coop Program,SBA,MATH,3,All,,
Snohomish County,Marysville School District,Marysville Coop Program,SBA,MATH,4,All,,
Snohomish County,Marysville School District,Marysville Coop Program,SBA,MATH,5,All,25,58.1
Snohomish County,Marysville School District,Marysville Middle School,SBA,ELA,6,All,103,37.7
Snohomish County,Marysville School District,Marysville Middle School,SBA,ELA,7,All,104,42.2
Snohomish County,Marysville School District,Marysville Middle School,SBA,ELA,8,All,129,51.3
Snohomish County,Marysville School District,Marysville Middle School,SBA,MATH,6,All,71,26.1
Snohomish County,Marysville School District,Marysville Middle School,SBA,MATH,7,All,68,27.6
Snohomish County,Marysville School District,Marysville Middle School,SBA,MATH,8,All,65,25.8
Snohomish County,Marysville School District,Marysville Mountain View High School,SBA,ELA,11,All,,
Snohomish County,Marysville School District,Marysville Mountain View High School,SBA,MATH,11,All,,
,,Marysville NWESD 189 Youth Engagement,SBA,ELA,11,All,,
,,Marysville NWESD 189 Youth Engagement,SBA,MATH,11,All,,
Snohomish County,Marysville School District,Marysville Pilchuck High School,SBA,ELA,11,All,178,62
Snohomish County,Marysville School District,Marysville Pilchuck High School,SBA,MATH,11,All,71,24.8
Snohomish County,Marysville School District,Marysville SD Special,SBA,ELA,5,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,ELA,7,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,ELA,8,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,ELA,11,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,MATH,5,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,MATH,7,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,MATH,8,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,MATH,11,All,,
Pierce County,Tacoma School District,Mason,SBA,ELA,6,All,160,67.5
Pierce County,Tacoma School District,Mason,SBA,ELA,7,All,188,68.8
Pierce County,Tacoma School District,Mason,SBA,ELA,8,All,202,70.6
Pierce County,Tacoma School District,Mason,SBA,MATH,6,All,135,57.2
Pierce County,Tacoma School District,Mason,SBA,MATH,7,All,169,62.1
Pierce County,Tacoma School District,Mason,SBA,MATH,8,All,151,52.9
Grant County,Wahluke School District,Mattawa Elementary,SBA,ELA,3,All,9,12.1
Grant County,Wahluke School District,Mattawa Elementary,SBA,ELA,4,All,25,41.6
Grant County,Wahluke School District,Mattawa Elementary,SBA,ELA,5,All,32,51.6
Grant County,Wahluke School District,Mattawa Elementary,SBA,MATH,3,All,20,27
Grant County,Wahluke School District,Mattawa Elementary,SBA,MATH,4,All,18,30
Grant County,Wahluke School District,Mattawa Elementary,SBA,MATH,5,All,14,22.5
King County,Kent School District,Mattson Middle School,SBA,ELA,7,All,199,62.7
King County,Kent School District,Mattson Middle School,SBA,ELA,8,All,189,61.9
King County,Kent School District,Mattson Middle School,SBA,MATH,7,All,177,55.8
King County,Kent School District,Mattson Middle School,SBA,MATH,8,All,149,49
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,ELA,3,All,63,47.3
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,ELA,4,All,68,55.7
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,ELA,5,All,71,54.1
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,ELA,6,All,74,50
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,MATH,3,All,58,43.9
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,MATH,4,All,64,52.4
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,MATH,5,All,56,42.7
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,MATH,6,All,65,43.9
King County,Northshore School District,Maywood Hills Elementary,SBA,ELA,3,All,63,77.7
King County,Northshore School District,Maywood Hills Elementary,SBA,ELA,4,All,66,72.5
King County,Northshore School District,Maywood Hills Elementary,SBA,ELA,5,All,57,72.1
King County,Northshore School District,Maywood Hills Elementary,SBA,ELA,6,All,69,78.4
King County,Northshore School District,Maywood Hills Elementary,SBA,MATH,3,All,60,74
King County,Northshore School District,Maywood Hills Elementary,SBA,MATH,4,All,67,73.6
King County,Northshore School District,Maywood Hills Elementary,SBA,MATH,5,All,52,65
King County,Northshore School District,Maywood Hills Elementary,SBA,MATH,6,All,66,75
King County,Issaquah School District,Maywood Middle School,SBA,ELA,6,All,258,70.8
King County,Issaquah School District,Maywood Middle School,SBA,ELA,7,All,284,75.9
King County,Issaquah School District,Maywood Middle School,SBA,ELA,8,All,285,73.8
King County,Issaquah School District,Maywood Middle School,SBA,MATH,6,All,246,67.3
King County,Issaquah School District,Maywood Middle School,SBA,MATH,7,All,281,75.1
