County,District,School,testAdministration,Subject,GradeLevel,StudentGroup,countMetStandardIncludingPP,PercentMetStandardIncludingPP
Snohomish County,Marysville School District,10th Street School,SBA,ELA,6,All,,
Snohomish County,Marysville School District,10th Street School,SBA,ELA,7,All,,
Snohomish County,Marysville School District,10th Street School,SBA,ELA,8,All,34,58.6
Snohomish County,Marysville School District,10th Street School,SBA,MATH,6,All,,
Snohomish County,Marysville School District,10th Street School,SBA,MATH,7,All,,
Snohomish County,Marysville School District,10th Street School,SBA,MATH,8,All,26,44.8
Clark County,Evergreen School District (Clark),49th Street Academy,SBA,ELA,10,All,,
Clark County,Evergreen School District (Clark),49th Street Academy,SBA,ELA,3,All,,
Clark County,Evergreen School District (Clark),49th Street Academy,SBA,ELA,4,All,,
Clark County,Evergreen School District (Clark),49th Street Academy,SBA,ELA,5,All,,
Clark County,Evergreen School District (Clark),49th Street Academy,SBA,ELA,6,All,,
Clark County,Evergreen School District (Clark),49th Street Academy,SBA,ELA,7,All,,
Clark County,Evergreen School District (Clark),49th Street Academy,SBA,ELA,8,All,,
Clark County,Evergreen School District (Clark),49th Street Academy,SBA,MATH,10,All,,
Clark County,Evergreen School District (Clark),49th Street Academy,SBA,MATH,3,All,,
Clark County,Evergreen School District (Clark),49th Street Academy,SBA,MATH,4,All,,
Clark County,Evergreen School District (Clark),49th Street Academy,SBA,MATH,5,All,,
Clark County,Evergreen School District (Clark),49th Street Academy,SBA,MATH,6,All,,
Clark County,Evergreen School District (Clark),49th Street Academy,SBA,MATH,7,All,,
Clark County,Evergreen School District (Clark),49th Street Academy,SBA,MATH,8,All,,
Thurston County,Tumwater School District,A G West Black Hills High School,SBA,ELA,10,All,,
Thurston County,Tumwater School District,A G West Black Hills High School,SBA,MATH,10,All,,
Grays Harbor County,Aberdeen School District,A J West Elementary,SBA,ELA,3,All,20,27.7
Grays Harbor County,Aberdeen School District,A J West Elementary,SBA,ELA,4,All,13,25.4
Grays Harbor County,Aberdeen School District,A J West Elementary,SBA,ELA,5,All,25,40.9
Grays Harbor County,Aberdeen School District,A J West Elementary,SBA,ELA,6,All,20,37.7
Grays Harbor County,Aberdeen School District,A J West Elementary,SBA,MATH,3,All,25,34.7
Grays Harbor County,Aberdeen School District,A J West Elementary,SBA,MATH,4,All,15,29.4
Grays Harbor County,Aberdeen School District,A J West Elementary,SBA,MATH,5,All,15,24.5
Grays Harbor County,Aberdeen School District,A J West Elementary,SBA,MATH,6,All,17,32
,,A-3 Multiagency Adolescent Prog,SBA,ELA,10,All,,
,,A-3 Multiagency Adolescent Prog,SBA,ELA,7,All,,
,,A-3 Multiagency Adolescent Prog,SBA,ELA,8,All,,
,,A-3 Multiagency Adolescent Prog,SBA,MATH,10,All,,
,,A-3 Multiagency Adolescent Prog,SBA,MATH,7,All,,
,,A-3 Multiagency Adolescent Prog,SBA,MATH,8,All,,
Chelan County,Wenatchee School District,Abraham Lincoln Elementary,SBA,ELA,3,All,30,34
Chelan County,Wenatchee School District,Abraham Lincoln Elementary,SBA,ELA,4,All,23,24.7
Chelan County,Wenatchee School District,Abraham Lincoln Elementary,SBA,ELA,5,All,35,39.3
Chelan County,Wenatchee School District,Abraham Lincoln Elementary,SBA,MATH,3,All,40,45.4
Chelan County,Wenatchee School District,Abraham Lincoln Elementary,SBA,MATH,4,All,17,18.8
Chelan County,Wenatchee School District,Abraham Lincoln Elementary,SBA,MATH,5,All,19,21.3
,,Acceleration Academy,SBA,ELA,10,All,,
,,Acceleration Academy,SBA,MATH,10,All,,
Snohomish County,Mukilteo School District,ACES High School,SBA,ELA,10,All,,
Snohomish County,Mukilteo School District,ACES High School,SBA,MATH,10,All,,
Whatcom County,Mount Baker School District,Acme Elementary,SBA,ELA,3,All,,
Whatcom County,Mount Baker School District,Acme Elementary,SBA,ELA,4,All,,
Whatcom County,Mount Baker School District,Acme Elementary,SBA,ELA,5,All,,
Whatcom County,Mount Baker School District,Acme Elementary,SBA,ELA,6,All,,
Whatcom County,Mount Baker School District,Acme Elementary,SBA,MATH,3,All,,
Whatcom County,Mount Baker School District,Acme Elementary,SBA,MATH,4,All,,
Whatcom County,Mount Baker School District,Acme Elementary,SBA,MATH,5,All,,
Whatcom County,Mount Baker School District,Acme Elementary,SBA,MATH,6,All,,
Spokane County,Central Valley School District,Adams Elementary,SBA,ELA,3,All,40,56.3
Spokane County,Spokane School District,Adams Elementary,SBA,ELA,3,All,19,39.5
Yakima County,Wapato School District,Adams Elementary,SBA,ELA,3,All,9,21.9
Spokane County,Central Valley School District,Adams Elementary,SBA,ELA,4,All,32,41
Spokane County,Spokane School District,Adams Elementary,SBA,ELA,4,All,24,46.1
Yakima County,Wapato School District,Adams Elementary,SBA,ELA,4,All,18,33.3
Spokane County,Central Valley School District,Adams Elementary,SBA,ELA,5,All,26,30.9
Spokane County,Spokane School District,Adams Elementary,SBA,ELA,5,All,34,69.3
Yakima County,Wapato School District,Adams Elementary,SBA,ELA,5,All,17,32
Spokane County,Spokane School District,Adams Elementary,SBA,ELA,6,All,34,65.3
Spokane County,Central Valley School District,Adams Elementary,SBA,MATH,3,All,38,53.5
Spokane County,Spokane School District,Adams Elementary,SBA,MATH,3,All,22,45.8
Yakima County,Wapato School District,Adams Elementary,SBA,MATH,3,All,12,29.2
Spokane County,Central Valley School District,Adams Elementary,SBA,MATH,4,All,24,30.7
Spokane County,Spokane School District,Adams Elementary,SBA,MATH,4,All,18,34.6
Yakima County,Wapato School District,Adams Elementary,SBA,MATH,4,All,22,40.7
Spokane County,Central Valley School District,Adams Elementary,SBA,MATH,5,All,24,28.5
Spokane County,Spokane School District,Adams Elementary,SBA,MATH,5,All,22,44.8
Yakima County,Wapato School District,Adams Elementary,SBA,MATH,5,All,13,24.5
Spokane County,Spokane School District,Adams Elementary,SBA,MATH,6,All,25,48
King County,Seattle Public Schools,Adams Elementary School,SBA,ELA,3,All,70,77.7
Yakima County,Yakima School District,Adams Elementary School,SBA,ELA,3,All,19,18.4
King County,Seattle Public Schools,Adams Elementary School,SBA,ELA,4,All,71,73.9
Yakima County,Yakima School District,Adams Elementary School,SBA,ELA,4,All,30,28
King County,Seattle Public Schools,Adams Elementary School,SBA,ELA,5,All,62,80.5
Yakima County,Yakima School District,Adams Elementary School,SBA,ELA,5,All,42,31.3
King County,Seattle Public Schools,Adams Elementary School,SBA,MATH,3,All,67,74.4
Yakima County,Yakima School District,Adams Elementary School,SBA,MATH,3,All,48,44
King County,Seattle Public Schools,Adams Elementary School,SBA,MATH,4,All,59,60.8
Yakima County,Yakima School District,Adams Elementary School,SBA,MATH,4,All,41,38.3
King County,Seattle Public Schools,Adams Elementary School,SBA,MATH,5,All,42,54.5
Yakima County,Yakima School District,Adams Elementary School,SBA,MATH,5,All,35,26.1
King County,Federal Way School District,Adelaide Elementary School,SBA,ELA,3,All,26,38.8
King County,Federal Way School District,Adelaide Elementary School,SBA,ELA,4,All,25,36.7
King County,Federal Way School District,Adelaide Elementary School,SBA,ELA,5,All,32,49.2
King County,Federal Way School District,Adelaide Elementary School,SBA,MATH,3,All,30,44.7
King County,Federal Way School District,Adelaide Elementary School,SBA,MATH,4,All,27,39.7
King County,Federal Way School District,Adelaide Elementary School,SBA,MATH,5,All,23,35.3
Lewis County,Adna School District,Adna Elementary School,SBA,ELA,3,All,29,54.7
Lewis County,Adna School District,Adna Elementary School,SBA,ELA,4,All,33,66
Lewis County,Adna School District,Adna Elementary School,SBA,ELA,5,All,34,62.9
Lewis County,Adna School District,Adna Elementary School,SBA,MATH,3,All,30,56.6
Lewis County,Adna School District,Adna Elementary School,SBA,MATH,4,All,27,54
Lewis County,Adna School District,Adna Elementary School,SBA,MATH,5,All,27,50
Lewis County,Adna School District,Adna Middle/High School,SBA,ELA,10,All,40,72.7
Lewis County,Adna School District,Adna Middle/High School,SBA,ELA,6,All,33,62.2
Lewis County,Adna School District,Adna Middle/High School,SBA,ELA,7,All,26,68.4
Lewis County,Adna School District,Adna Middle/High School,SBA,ELA,8,All,27,50.9
Lewis County,Adna School District,Adna Middle/High School,SBA,MATH,10,All,24,43.6
Lewis County,Adna School District,Adna Middle/High School,SBA,MATH,6,All,32,60.3
Lewis County,Adna School District,Adna Middle/High School,SBA,MATH,7,All,20,52.6
Lewis County,Adna School District,Adna Middle/High School,SBA,MATH,8,All,18,33.9
Yakima County,West Valley School District (Yakima),Ahtanum Valley Elementary,SBA,ELA,3,All,34,68
Yakima County,West Valley School District (Yakima),Ahtanum Valley Elementary,SBA,ELA,4,All,43,63.2
Yakima County,West Valley School District (Yakima),Ahtanum Valley Elementary,SBA,MATH,3,All,36,72
Yakima County,West Valley School District (Yakima),Ahtanum Valley Elementary,SBA,MATH,4,All,45,66.1
Snohomish County,Snohomish School District,AIM High School,SBA,ELA,10,All,,
Snohomish County,Snohomish School District,AIM High School,SBA,ELA,8,All,,
Snohomish County,Snohomish School District,AIM High School,SBA,MATH,10,All,,
Snohomish County,Snohomish School District,AIM High School,SBA,MATH,8,All,,
King County,Seattle Public Schools,Aki Kurose Middle School,SBA,ELA,6,All,89,43.8
King County,Seattle Public Schools,Aki Kurose Middle School,SBA,ELA,7,All,103,48.1
King County,Seattle Public Schools,Aki Kurose Middle School,SBA,ELA,8,All,120,47.6
King County,Seattle Public Schools,Aki Kurose Middle School,SBA,MATH,6,All,93,45.5
King County,Seattle Public Schools,Aki Kurose Middle School,SBA,MATH,7,All,86,40.1
King County,Seattle Public Schools,Aki Kurose Middle School,SBA,MATH,8,All,143,56.7
King County,Shoreline School District,Albert Einstein Middle School,SBA,ELA,7,All,274,81
King County,Shoreline School District,Albert Einstein Middle School,SBA,ELA,8,All,295,77.2
King County,Shoreline School District,Albert Einstein Middle School,SBA,MATH,7,All,240,71
King County,Shoreline School District,Albert Einstein Middle School,SBA,MATH,8,All,252,65.9
King County,Lake Washington School District,Alcott Elementary,SBA,ELA,3,All,124,86.1
King County,Lake Washington School District,Alcott Elementary,SBA,ELA,4,All,154,88.5
King County,Lake Washington School District,Alcott Elementary,SBA,ELA,5,All,147,93
King County,Lake Washington School District,Alcott Elementary,SBA,MATH,3,All,126,86.8
King County,Lake Washington School District,Alcott Elementary,SBA,MATH,4,All,156,88.6
King County,Lake Washington School District,Alcott Elementary,SBA,MATH,5,All,141,88.1
Whatcom County,Bellingham School District,Alderwood Elementary School,SBA,ELA,3,All,,
Whatcom County,Bellingham School District,Alderwood Elementary School,SBA,ELA,4,All,21,46.6
Whatcom County,Bellingham School District,Alderwood Elementary School,SBA,ELA,5,All,16,42.1
Whatcom County,Bellingham School District,Alderwood Elementary School,SBA,MATH,3,All,,
Whatcom County,Bellingham School District,Alderwood Elementary School,SBA,MATH,4,All,16,35.5
Whatcom County,Bellingham School District,Alderwood Elementary School,SBA,MATH,5,All,13,34.2
Snohomish County,Edmonds School District,Alderwood Middle School,SBA,ELA,7,All,238,58
Snohomish County,Edmonds School District,Alderwood Middle School,SBA,ELA,8,All,244,59.5
Snohomish County,Edmonds School District,Alderwood Middle School,SBA,MATH,7,All,172,41.8
Snohomish County,Edmonds School District,Alderwood Middle School,SBA,MATH,8,All,217,52.9
King County,Seattle Public Schools,Alki Elementary School,SBA,ELA,3,All,50,67.5
King County,Seattle Public Schools,Alki Elementary School,SBA,ELA,4,All,43,74.1
King County,Seattle Public Schools,Alki Elementary School,SBA,ELA,5,All,56,88.8
King County,Seattle Public Schools,Alki Elementary School,SBA,MATH,3,All,42,56.7
King County,Seattle Public Schools,Alki Elementary School,SBA,MATH,4,All,39,67.2
King County,Seattle Public Schools,Alki Elementary School,SBA,MATH,5,All,44,69.8
Clark County,Vancouver School District,Alki Middle School,SBA,ELA,6,All,133,67.1
Clark County,Vancouver School District,Alki Middle School,SBA,ELA,7,All,169,77.8
Clark County,Vancouver School District,Alki Middle School,SBA,ELA,8,All,163,72.1
Clark County,Vancouver School District,Alki Middle School,SBA,MATH,6,All,114,57.5
Clark County,Vancouver School District,Alki Middle School,SBA,MATH,7,All,150,69.1
Clark County,Vancouver School District,Alki Middle School,SBA,MATH,8,All,156,69
Snohomish County,Marysville School District,Allen Creek Elementary School,SBA,ELA,3,All,47,59.4
Snohomish County,Marysville School District,Allen Creek Elementary School,SBA,ELA,4,All,41,50
Snohomish County,Marysville School District,Allen Creek Elementary School,SBA,ELA,5,All,47,50.5
Snohomish County,Marysville School District,Allen Creek Elementary School,SBA,MATH,3,All,47,59.4
Snohomish County,Marysville School District,Allen Creek Elementary School,SBA,MATH,4,All,41,50
Snohomish County,Marysville School District,Allen Creek Elementary School,SBA,MATH,5,All,34,36.5
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,ELA,3,All,5,11.3
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,ELA,4,All,6,12.5
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,ELA,5,All,4,10
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,ELA,6,All,10,22.2
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,ELA,7,All,16,35.5
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,ELA,8,All,15,27.7
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,MATH,3,All,15,34
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,MATH,4,All,8,16.6
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,MATH,5,All,4,10
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,MATH,6,All,8,17.7
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,MATH,7,All,8,17.7
Skagit County,Burlington-Edison School District,Allen Elementary,SBA,MATH,8,All,7,12.9
Grant County,Coulee-Hartline School District,Almira Coulee Hartline High School,SBA,ELA,10,All,15,75
Grant County,Coulee-Hartline School District,Almira Coulee Hartline High School,SBA,MATH,10,All,9,45
Lincoln County,Almira School District,Almira Elementary School,SBA,ELA,3,All,,
Lincoln County,Almira School District,Almira Elementary School,SBA,ELA,4,All,,
Lincoln County,Almira School District,Almira Elementary School,SBA,ELA,5,All,,
Lincoln County,Almira School District,Almira Elementary School,SBA,ELA,6,All,16,72.7
Lincoln County,Almira School District,Almira Elementary School,SBA,ELA,7,All,15,83.3
Lincoln County,Almira School District,Almira Elementary School,SBA,ELA,8,All,22,91.6
Lincoln County,Almira School District,Almira Elementary School,SBA,MATH,3,All,,
Lincoln County,Almira School District,Almira Elementary School,SBA,MATH,4,All,,
Lincoln County,Almira School District,Almira Elementary School,SBA,MATH,5,All,,
Lincoln County,Almira School District,Almira Elementary School,SBA,MATH,6,All,15,68.1
Lincoln County,Almira School District,Almira Elementary School,SBA,MATH,7,All,10,55.5
Lincoln County,Almira School District,Almira Elementary School,SBA,MATH,8,All,22,91.6
King County,Auburn School District,Alpac Elementary School,SBA,ELA,3,All,50,49
King County,Auburn School District,Alpac Elementary School,SBA,ELA,4,All,54,52.4
King County,Auburn School District,Alpac Elementary School,SBA,ELA,5,All,62,59.6
King County,Auburn School District,Alpac Elementary School,SBA,MATH,3,All,60,58.8
King County,Auburn School District,Alpac Elementary School,SBA,MATH,4,All,48,47
King County,Auburn School District,Alpac Elementary School,SBA,MATH,5,All,56,54.3
Walla Walla County,Walla Walla Public Schools,Alternative Education Program,SBA,ELA,10,All,2,12.5
Walla Walla County,Walla Walla Public Schools,Alternative Education Program,SBA,MATH,10,All,2,12.5
Okanogan County,Methow Valley School District,Alternative School,SBA,ELA,10,All,,
Okanogan County,Methow Valley School District,Alternative School,SBA,MATH,10,All,,
,,Alternative Tamarack School,SBA,ELA,10,All,,
,,Alternative Tamarack School,SBA,ELA,7,All,,
,,Alternative Tamarack School,SBA,ELA,8,All,,
,,Alternative Tamarack School,SBA,MATH,10,All,,
,,Alternative Tamarack School,SBA,MATH,7,All,,
,,Alternative Tamarack School,SBA,MATH,8,All,,
Clark County,Battle Ground School District,Amboy Middle School,SBA,ELA,5,All,85,59.4
Clark County,Battle Ground School District,Amboy Middle School,SBA,ELA,6,All,75,58.5
Clark County,Battle Ground School District,Amboy Middle School,SBA,ELA,7,All,94,61.4
Clark County,Battle Ground School District,Amboy Middle School,SBA,ELA,8,All,78,55.7
Clark County,Battle Ground School District,Amboy Middle School,SBA,MATH,5,All,63,44
Clark County,Battle Ground School District,Amboy Middle School,SBA,MATH,6,All,79,61.7
Clark County,Battle Ground School District,Amboy Middle School,SBA,MATH,7,All,73,47.7
Clark County,Battle Ground School District,Amboy Middle School,SBA,MATH,8,All,68,48.5
Benton County,Kennewick School District,Amistad Elementary School,SBA,ELA,3,All,5,6.8
Benton County,Kennewick School District,Amistad Elementary School,SBA,ELA,4,All,18,21.6
Benton County,Kennewick School District,Amistad Elementary School,SBA,ELA,5,All,12,13.7
Benton County,Kennewick School District,Amistad Elementary School,SBA,MATH,3,All,8,10.9
Benton County,Kennewick School District,Amistad Elementary School,SBA,MATH,4,All,11,13.4
Benton County,Kennewick School District,Amistad Elementary School,SBA,MATH,5,All,7,8
Skagit County,Anacortes School District,Anacortes High School,SBA,ELA,10,All,169,87.1
Skagit County,Anacortes School District,Anacortes High School,SBA,MATH,10,All,114,58.7
Skagit County,Anacortes School District,Anacortes Middle School,SBA,ELA,6,All,144,69.5
Skagit County,Anacortes School District,Anacortes Middle School,SBA,ELA,7,All,167,74.8
Skagit County,Anacortes School District,Anacortes Middle School,SBA,ELA,8,All,120,65.9
Skagit County,Anacortes School District,Anacortes Middle School,SBA,MATH,6,All,135,65.2
Skagit County,Anacortes School District,Anacortes Middle School,SBA,MATH,7,All,145,65.6
Skagit County,Anacortes School District,Anacortes Middle School,SBA,MATH,8,All,107,58.7
Pierce County,Steilacoom Hist. School District,Anderson Island Elementary,SBA,ELA,3,All,,
Pierce County,Steilacoom Hist. School District,Anderson Island Elementary,SBA,ELA,4,All,,
Pierce County,Steilacoom Hist. School District,Anderson Island Elementary,SBA,ELA,5,All,,
Pierce County,Steilacoom Hist. School District,Anderson Island Elementary,SBA,MATH,3,All,,
Pierce County,Steilacoom Hist. School District,Anderson Island Elementary,SBA,MATH,4,All,,
Pierce County,Steilacoom Hist. School District,Anderson Island Elementary,SBA,MATH,5,All,,
Pierce County,Tacoma School District,Angelo Giaudrone Middle School,SBA,ELA,6,All,81,38.7
Pierce County,Tacoma School District,Angelo Giaudrone Middle School,SBA,ELA,7,All,84,41.7
Pierce County,Tacoma School District,Angelo Giaudrone Middle School,SBA,ELA,8,All,90,42
Pierce County,Tacoma School District,Angelo Giaudrone Middle School,SBA,MATH,6,All,45,21.5
Pierce County,Tacoma School District,Angelo Giaudrone Middle School,SBA,MATH,7,All,71,35.3
Pierce County,Tacoma School District,Angelo Giaudrone Middle School,SBA,MATH,8,All,55,25.7
King County,Issaquah School District,Apollo Elementary,SBA,ELA,3,All,79,69.9
King County,Issaquah School District,Apollo Elementary,SBA,ELA,4,All,90,73.7
King County,Issaquah School District,Apollo Elementary,SBA,ELA,5,All,82,78.8
King County,Issaquah School District,Apollo Elementary,SBA,MATH,3,All,81,71.6
King County,Issaquah School District,Apollo Elementary,SBA,MATH,4,All,97,79.5
King County,Issaquah School District,Apollo Elementary,SBA,MATH,5,All,78,75
Yakima County,West Valley School District (Yakima),Apple Valley Elementary,SBA,ELA,3,All,49,66.2
Yakima County,West Valley School District (Yakima),Apple Valley Elementary,SBA,ELA,4,All,51,76.1
Yakima County,West Valley School District (Yakima),Apple Valley Elementary,SBA,MATH,3,All,58,78.3
Yakima County,West Valley School District (Yakima),Apple Valley Elementary,SBA,MATH,4,All,51,76.1
King County,Seattle Public Schools,Arbor Heights Elementary School,SBA,ELA,3,All,56,62.2
King County,Seattle Public Schools,Arbor Heights Elementary School,SBA,ELA,4,All,58,67.4
King County,Seattle Public Schools,Arbor Heights Elementary School,SBA,ELA,5,All,26,46.4
King County,Seattle Public Schools,Arbor Heights Elementary School,SBA,MATH,3,All,54,60
King County,Seattle Public Schools,Arbor Heights Elementary School,SBA,MATH,4,All,44,51.1
King County,Seattle Public Schools,Arbor Heights Elementary School,SBA,MATH,5,All,24,42.8
Spokane County,Deer Park School District,Arcadia Elementary,SBA,ELA,3,All,70,54.2
Spokane County,Deer Park School District,Arcadia Elementary,SBA,ELA,4,All,105,65.2
Spokane County,Deer Park School District,Arcadia Elementary,SBA,ELA,5,All,101,66.4
Spokane County,Deer Park School District,Arcadia Elementary,SBA,MATH,3,All,78,60.4
Spokane County,Deer Park School District,Arcadia Elementary,SBA,MATH,4,All,99,61.4
Spokane County,Deer Park School District,Arcadia Elementary,SBA,MATH,5,All,96,63.1
King County,Bellevue School District,Ardmore Elementary School,SBA,ELA,3,All,31,50.8
King County,Bellevue School District,Ardmore Elementary School,SBA,ELA,4,All,26,55.3
King County,Bellevue School District,Ardmore Elementary School,SBA,ELA,5,All,16,37.2
King County,Bellevue School District,Ardmore Elementary School,SBA,MATH,3,All,30,50
King County,Bellevue School District,Ardmore Elementary School,SBA,MATH,4,All,19,39.5
King County,Bellevue School District,Ardmore Elementary School,SBA,MATH,5,All,19,44.1
Pierce County,Tacoma School District,Arlington,SBA,ELA,3,All,17,33.3
Pierce County,Tacoma School District,Arlington,SBA,ELA,4,All,22,39.2
Pierce County,Tacoma School District,Arlington,SBA,ELA,5,All,20,37.7
Pierce County,Tacoma School District,Arlington,SBA,MATH,3,All,18,35.2
Pierce County,Tacoma School District,Arlington,SBA,MATH,4,All,21,37.5
Pierce County,Tacoma School District,Arlington,SBA,MATH,5,All,15,28.3
Spokane County,Spokane School District,Arlington Elementary,SBA,ELA,3,All,21,26.2
Spokane County,Spokane School District,Arlington Elementary,SBA,ELA,4,All,36,39.5
Spokane County,Spokane School District,Arlington Elementary,SBA,ELA,5,All,34,36.9
Spokane County,Spokane School District,Arlington Elementary,SBA,ELA,6,All,42,44.2
Spokane County,Spokane School District,Arlington Elementary,SBA,MATH,3,All,27,33.7
Spokane County,Spokane School District,Arlington Elementary,SBA,MATH,4,All,25,27.4
Spokane County,Spokane School District,Arlington Elementary,SBA,MATH,5,All,15,16.1
Spokane County,Spokane School District,Arlington Elementary,SBA,MATH,6,All,29,30.5
Snohomish County,Arlington School District,Arlington High School,SBA,ELA,10,All,307,77.7
Snohomish County,Arlington School District,Arlington High School,SBA,MATH,10,All,186,46.9
,,Arlington Open Doors,SBA,ELA,10,All,,
,,Arlington Open Doors,SBA,MATH,10,All,,
Snohomish County,Arlington School District,Arlington Special Educ School,SBA,ELA,3,All,,
Snohomish County,Arlington School District,Arlington Special Educ School,SBA,MATH,3,All,,
Kitsap County,Bremerton School District,Armin Jahr Elementary,SBA,ELA,3,All,23,38.9
Kitsap County,Bremerton School District,Armin Jahr Elementary,SBA,ELA,4,All,29,34.9
Kitsap County,Bremerton School District,Armin Jahr Elementary,SBA,ELA,5,All,35,48.6
Kitsap County,Bremerton School District,Armin Jahr Elementary,SBA,MATH,3,All,24,40.6
Kitsap County,Bremerton School District,Armin Jahr Elementary,SBA,MATH,4,All,26,30.9
Kitsap County,Bremerton School District,Armin Jahr Elementary,SBA,MATH,5,All,25,34.7
King County,Northshore School District,Arrowhead Elementary,SBA,ELA,3,All,50,83.3
King County,Northshore School District,Arrowhead Elementary,SBA,ELA,4,All,58,75.3
King County,Northshore School District,Arrowhead Elementary,SBA,ELA,5,All,46,74.1
King County,Northshore School District,Arrowhead Elementary,SBA,MATH,3,All,47,78.3
King County,Northshore School District,Arrowhead Elementary,SBA,MATH,4,All,59,76.6
King County,Northshore School District,Arrowhead Elementary,SBA,MATH,5,All,40,64.5
King County,Auburn School District,Arthur Jacobsen Elementary,SBA,ELA,3,All,53,61.6
King County,Auburn School District,Arthur Jacobsen Elementary,SBA,ELA,4,All,70,66.6
King County,Auburn School District,Arthur Jacobsen Elementary,SBA,ELA,5,All,67,65.6
King County,Auburn School District,Arthur Jacobsen Elementary,SBA,MATH,3,All,54,62
King County,Auburn School District,Arthur Jacobsen Elementary,SBA,MATH,4,All,62,59
King County,Auburn School District,Arthur Jacobsen Elementary,SBA,MATH,5,All,60,58.8
Pierce County,Peninsula School District,Artondale Elementary School,SBA,ELA,3,All,55,82
Pierce County,Peninsula School District,Artondale Elementary School,SBA,ELA,4,All,65,74.7
Pierce County,Peninsula School District,Artondale Elementary School,SBA,ELA,5,All,46,67.6
Pierce County,Peninsula School District,Artondale Elementary School,SBA,MATH,3,All,58,86.5
Pierce County,Peninsula School District,Artondale Elementary School,SBA,MATH,4,All,64,73.5
Pierce County,Peninsula School District,Artondale Elementary School,SBA,MATH,5,All,41,60.2
Yakima County,Mabton School District,Artz Fox Elementary,SBA,ELA,3,All,18,23.3
Yakima County,Mabton School District,Artz Fox Elementary,SBA,ELA,4,All,16,21.9
Yakima County,Mabton School District,Artz Fox Elementary,SBA,ELA,5,All,14,20
Yakima County,Mabton School District,Artz Fox Elementary,SBA,ELA,6,All,10,12.9
Yakima County,Mabton School District,Artz Fox Elementary,SBA,MATH,3,All,16,20.7
Yakima County,Mabton School District,Artz Fox Elementary,SBA,MATH,4,All,10,13.3
Yakima County,Mabton School District,Artz Fox Elementary,SBA,MATH,5,All,6,8.5
Yakima County,Mabton School District,Artz Fox Elementary,SBA,MATH,6,All,8,10.3
Asotin County,Asotin-Anatone School District,Asotin Elementary,SBA,ELA,3,All,30,71.4
Asotin County,Asotin-Anatone School District,Asotin Elementary,SBA,ELA,4,All,40,72.7
Asotin County,Asotin-Anatone School District,Asotin Elementary,SBA,ELA,5,All,,
Asotin County,Asotin-Anatone School District,Asotin Elementary,SBA,MATH,3,All,31,73.8
Asotin County,Asotin-Anatone School District,Asotin Elementary,SBA,MATH,4,All,32,58.1
Asotin County,Asotin-Anatone School District,Asotin Elementary,SBA,MATH,5,All,,
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,ELA,10,All,33,73.3
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,ELA,6,All,31,70.4
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,ELA,7,All,29,56.8
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,ELA,8,All,39,63.9
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,MATH,10,All,24,53.3
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,MATH,6,All,26,59
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,MATH,7,All,27,52.9
Asotin County,Asotin-Anatone School District,Asotin Jr Sr High,SBA,MATH,8,All,43,70.4
Thurston County,North Thurston Public Schools,Aspire Middle School,SBA,ELA,6,All,71,72.4
Thurston County,North Thurston Public Schools,Aspire Middle School,SBA,ELA,7,All,76,75.2
Thurston County,North Thurston Public Schools,Aspire Middle School,SBA,ELA,8,All,89,91.7
Thurston County,North Thurston Public Schools,Aspire Middle School,SBA,MATH,6,All,63,64.2
Thurston County,North Thurston Public Schools,Aspire Middle School,SBA,MATH,7,All,65,64.3
Thurston County,North Thurston Public Schools,Aspire Middle School,SBA,MATH,8,All,76,78.3
King County,Auburn School District,Auburn Mountainview High School,SBA,ELA,10,All,257,71.3
King County,Auburn School District,Auburn Mountainview High School,SBA,MATH,10,All,138,38.2
King County,Auburn School District,Auburn Riverside High School,SBA,ELA,10,All,309,73.2
King County,Auburn School District,Auburn Riverside High School,SBA,MATH,10,All,187,44.3
King County,Auburn School District,Auburn Senior High School,SBA,ELA,10,All,233,59.8
King County,Auburn School District,Auburn Senior High School,SBA,MATH,10,All,86,22.1
King County,Lake Washington School District,Audubon Elementary,SBA,ELA,3,All,88,86.2
Spokane County,Spokane School District,Audubon Elementary,SBA,ELA,3,All,13,23.6
King County,Lake Washington School District,Audubon Elementary,SBA,ELA,4,All,79,81.4
Spokane County,Spokane School District,Audubon Elementary,SBA,ELA,4,All,20,30.3
King County,Lake Washington School District,Audubon Elementary,SBA,ELA,5,All,66,85.7
