County,District,School,testAdministration,Subject,GradeLevel,StudentGroup,countMetStandardIncludingPP,PercentMetStandardIncludingPP
Pierce County,Puyallup School District,Maplewood Elementary,SBA,MATH,5,All,40,62.5
Pierce County,Puyallup School District,Maplewood Elementary,SBA,MATH,6,All,33,58.9
King County,Renton School District,Maplewood Heights Elementary School,SBA,ELA,3,All,105,71.9
King County,Renton School District,Maplewood Heights Elementary School,SBA,ELA,4,All,85,70.8
King County,Renton School District,Maplewood Heights Elementary School,SBA,ELA,5,All,84,74.3
King County,Renton School District,Maplewood Heights Elementary School,SBA,MATH,3,All,104,70.7
King County,Renton School District,Maplewood Heights Elementary School,SBA,MATH,4,All,75,63
King County,Renton School District,Maplewood Heights Elementary School,SBA,MATH,5,All,82,72.5
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,ELA,3,All,38,70.3
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,ELA,4,All,40,78.4
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,ELA,5,All,49,90.7
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,ELA,6,All,47,85.4
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,ELA,7,All,,
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,ELA,8,All,44,74.5
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,MATH,3,All,41,75.9
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,MATH,4,All,43,84.3
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,MATH,5,All,49,90.7
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,MATH,6,All,48,87.2
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,MATH,7,All,,
Snohomish County,Edmonds School District,Maplewood Parent Coop,SBA,MATH,8,All,40,67.7
Benton County,Richland School District,Marcus Whitman Elementary,SBA,ELA,3,All,56,58.3
Benton County,Richland School District,Marcus Whitman Elementary,SBA,ELA,4,All,51,53.6
Benton County,Richland School District,Marcus Whitman Elementary,SBA,ELA,5,All,48,50
Benton County,Richland School District,Marcus Whitman Elementary,SBA,MATH,3,All,69,71.8
Benton County,Richland School District,Marcus Whitman Elementary,SBA,MATH,4,All,41,42.7
Benton County,Richland School District,Marcus Whitman Elementary,SBA,MATH,5,All,43,44.7
Kitsap County,South Kitsap School District,Marcus Whitman Middle School,SBA,ELA,6,All,,
Kitsap County,South Kitsap School District,Marcus Whitman Middle School,SBA,ELA,7,All,136,63.2
Kitsap County,South Kitsap School District,Marcus Whitman Middle School,SBA,ELA,8,All,108,47.5
Kitsap County,South Kitsap School District,Marcus Whitman Middle School,SBA,MATH,6,All,,
Kitsap County,South Kitsap School District,Marcus Whitman Middle School,SBA,MATH,7,All,108,50.2
Kitsap County,South Kitsap School District,Marcus Whitman Middle School,SBA,MATH,8,All,60,26.5
Yakima County,Highland School District,Marcus Whitman-Cowiche Elementary,SBA,ELA,3,All,42,45.1
Yakima County,Highland School District,Marcus Whitman-Cowiche Elementary,SBA,MATH,3,All,52,55.9
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,ELA,3,All,25,11.6
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,ELA,4,All,34,18.2
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,ELA,5,All,55,24.6
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,ELA,6,All,44,22.2
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,MATH,3,All,50,23.3
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,MATH,4,All,36,19.4
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,MATH,5,All,49,21.9
Franklin County,Pasco School District,Marie Curie STEM Elementary,SBA,MATH,6,All,40,20.1
Snohomish County,Mukilteo School District,Mariner High School,SBA,ELA,10,All,356,65.3
Snohomish County,Mukilteo School District,Mariner High School,SBA,MATH,10,All,186,34
Cowlitz County,Longview School District,Mark Morris High School,SBA,ELA,10,All,156,67.8
Cowlitz County,Longview School District,Mark Morris High School,SBA,MATH,10,All,93,40.4
Franklin County,Pasco School District,Mark Twain Elementary,SBA,ELA,3,All,23,23.2
Franklin County,Pasco School District,Mark Twain Elementary,SBA,ELA,4,All,53,46.4
Franklin County,Pasco School District,Mark Twain Elementary,SBA,ELA,5,All,47,43.1
Franklin County,Pasco School District,Mark Twain Elementary,SBA,ELA,6,All,40,36
Franklin County,Pasco School District,Mark Twain Elementary,SBA,MATH,3,All,31,31.6
Franklin County,Pasco School District,Mark Twain Elementary,SBA,MATH,4,All,57,50
Franklin County,Pasco School District,Mark Twain Elementary,SBA,MATH,5,All,31,28.4
Franklin County,Pasco School District,Mark Twain Elementary,SBA,MATH,6,All,28,25.2
King County,Federal Way School District,Mark Twain Elementary School,SBA,ELA,3,All,29,36.7
King County,Federal Way School District,Mark Twain Elementary School,SBA,ELA,4,All,27,27.8
King County,Federal Way School District,Mark Twain Elementary School,SBA,ELA,5,All,27,33.7
King County,Federal Way School District,Mark Twain Elementary School,SBA,MATH,3,All,33,41.7
King County,Federal Way School District,Mark Twain Elementary School,SBA,MATH,4,All,21,21.6
King County,Federal Way School District,Mark Twain Elementary School,SBA,MATH,5,All,20,24.6
Clark County,Evergreen School District (Clark),Marrion Elementary School,SBA,ELA,3,All,33,35.8
Clark County,Evergreen School District (Clark),Marrion Elementary School,SBA,ELA,4,All,46,53.4
Clark County,Evergreen School District (Clark),Marrion Elementary School,SBA,ELA,5,All,22,24.4
Clark County,Evergreen School District (Clark),Marrion Elementary School,SBA,MATH,3,All,36,38.7
Clark County,Evergreen School District (Clark),Marrion Elementary School,SBA,MATH,4,All,43,50
Clark County,Evergreen School District (Clark),Marrion Elementary School,SBA,MATH,5,All,15,16.6
Snohomish County,Marysville School District,Marshall Elementary,SBA,ELA,3,All,27,57.4
Snohomish County,Marysville School District,Marshall Elementary,SBA,ELA,4,All,,
Snohomish County,Marysville School District,Marshall Elementary,SBA,ELA,5,All,25,43.8
Snohomish County,Marysville School District,Marshall Elementary,SBA,MATH,3,All,24,51
Snohomish County,Marysville School District,Marshall Elementary,SBA,MATH,4,All,,
Snohomish County,Marysville School District,Marshall Elementary,SBA,MATH,5,All,15,26.3
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,ELA,3,All,35,53.8
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,ELA,4,All,39,52.7
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,ELA,5,All,36,55.3
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,ELA,6,All,42,60.8
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,MATH,3,All,34,51.5
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,MATH,4,All,32,43.2
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,MATH,5,All,29,44.6
Snohomish County,Edmonds School District,Martha Lake Elementary,SBA,MATH,6,All,38,55.8
,,Martin Hall Detention Ctr,SBA,ELA,10,All,,
,,Martin Hall Detention Ctr,SBA,ELA,5,All,,
,,Martin Hall Detention Ctr,SBA,ELA,7,All,,
,,Martin Hall Detention Ctr,SBA,MATH,10,All,,
Clark County,Vancouver School District,Martin Luther King Elementary,SBA,ELA,3,All,43,45.7
Clark County,Vancouver School District,Martin Luther King Elementary,SBA,ELA,4,All,26,32.9
Clark County,Vancouver School District,Martin Luther King Elementary,SBA,ELA,5,All,33,39.2
Clark County,Vancouver School District,Martin Luther King Elementary,SBA,MATH,3,All,43,45.7
Clark County,Vancouver School District,Martin Luther King Elementary,SBA,MATH,4,All,23,29.1
Clark County,Vancouver School District,Martin Luther King Elementary,SBA,MATH,5,All,21,25
Yakima County,Yakima School District,Martin Luther King Jr Elementary,SBA,ELA,3,All,24,25
Yakima County,Yakima School District,Martin Luther King Jr Elementary,SBA,ELA,4,All,24,24.7
Yakima County,Yakima School District,Martin Luther King Jr Elementary,SBA,ELA,5,All,43,40.1
Yakima County,Yakima School District,Martin Luther King Jr Elementary,SBA,ELA,6,All,,
Yakima County,Yakima School District,Martin Luther King Jr Elementary,SBA,MATH,3,All,42,43.7
Yakima County,Yakima School District,Martin Luther King Jr Elementary,SBA,MATH,4,All,25,26
Yakima County,Yakima School District,Martin Luther King Jr Elementary,SBA,MATH,5,All,31,28.9
King County,Seattle Public Schools,Martin Luther King Jr. Elementary School,SBA,ELA,3,All,13,32.5
King County,Seattle Public Schools,Martin Luther King Jr. Elementary School,SBA,ELA,4,All,18,40.9
King County,Seattle Public Schools,Martin Luther King Jr. Elementary School,SBA,ELA,5,All,12,25.5
King County,Seattle Public Schools,Martin Luther King Jr. Elementary School,SBA,MATH,3,All,13,32.5
King County,Seattle Public Schools,Martin Luther King Jr. Elementary School,SBA,MATH,4,All,14,32.5
King County,Seattle Public Schools,Martin Luther King Jr. Elementary School,SBA,MATH,5,All,10,21.2
King County,Kent School District,Martin Sortun Elementary School,SBA,ELA,3,All,69,69.6
King County,Kent School District,Martin Sortun Elementary School,SBA,ELA,4,All,73,72.2
King County,Kent School District,Martin Sortun Elementary School,SBA,ELA,5,All,65,77.3
King County,Kent School District,Martin Sortun Elementary School,SBA,ELA,6,All,73,76
King County,Kent School District,Martin Sortun Elementary School,SBA,MATH,3,All,74,74.7
King County,Kent School District,Martin Sortun Elementary School,SBA,MATH,4,All,62,61.3
King County,Kent School District,Martin Sortun Elementary School,SBA,MATH,5,All,47,55.9
King County,Kent School District,Martin Sortun Elementary School,SBA,MATH,6,All,66,68.7
King County,Highline School District,Marvista Elementary,SBA,ELA,3,All,49,50.5
King County,Highline School District,Marvista Elementary,SBA,ELA,4,All,59,71.9
King County,Highline School District,Marvista Elementary,SBA,ELA,5,All,57,70.3
King County,Highline School District,Marvista Elementary,SBA,ELA,6,All,44,55.6
King County,Highline School District,Marvista Elementary,SBA,MATH,3,All,52,54.1
King County,Highline School District,Marvista Elementary,SBA,MATH,4,All,56,68.2
King County,Highline School District,Marvista Elementary,SBA,MATH,5,All,41,50.6
King County,Highline School District,Marvista Elementary,SBA,MATH,6,All,36,45.5
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,ELA,10,All,7,70
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,ELA,3,All,,
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,ELA,4,All,3,25
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,ELA,5,All,3,30
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,ELA,6,All,6,54.5
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,ELA,7,All,9,60
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,ELA,8,All,7,50
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,MATH,10,All,1,10
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,MATH,3,All,,
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,MATH,4,All,,
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,MATH,5,All,1,10
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,MATH,6,All,5,45.4
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,MATH,7,All,6,40
Mason County,Mary M Knight School District,Mary M. Knight School,SBA,MATH,8,All,1,7.1
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,ELA,3,All,45,58.4
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,ELA,4,All,38,67.8
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,ELA,5,All,41,69.4
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,ELA,6,All,21,42
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,MATH,3,All,48,62.3
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,MATH,4,All,35,62.5
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,MATH,5,All,31,52.5
Skagit County,Sedro-Woolley School District,Mary Purcell Elementary School,SBA,MATH,6,All,7,14.2
Stevens County,Mary Walker School District,Mary Walker High School,SBA,ELA,10,All,27,60
Stevens County,Mary Walker School District,Mary Walker High School,SBA,MATH,10,All,15,34
,,Mary Walker Promise,SBA,ELA,5,All,,
,,Mary Walker Promise,SBA,ELA,7,All,,
,,Mary Walker Promise,SBA,MATH,5,All,,
,,Mary Walker Promise,SBA,MATH,7,All,,
Snohomish County,Marysville School District,Marysville Arts and Technology High School,SBA,ELA,10,All,23,56
Snohomish County,Marysville School District,Marysville Arts and Technology High School,SBA,MATH,10,All,6,14.6
Snohomish County,Marysville School District,Marysville Coop Program,SBA,ELA,3,All,,
Snohomish County,Marysville School District,Marysville Coop Program,SBA,ELA,4,All,44,73.3
Snohomish County,Marysville School District,Marysville Coop Program,SBA,ELA,5,All,,
Snohomish County,Marysville School District,Marysville Coop Program,SBA,MATH,3,All,,
Snohomish County,Marysville School District,Marysville Coop Program,SBA,MATH,4,All,39,65
Snohomish County,Marysville School District,Marysville Coop Program,SBA,MATH,5,All,,
Snohomish County,Marysville School District,Marysville Getchell High School,SBA,ELA,10,All,287,72.1
Snohomish County,Marysville School District,Marysville Getchell High School,SBA,MATH,10,All,159,39.9
Snohomish County,Marysville School District,Marysville Middle School,SBA,ELA,6,All,120,42.5
Snohomish County,Marysville School District,Marysville Middle School,SBA,ELA,7,All,101,38.1
Snohomish County,Marysville School District,Marysville Middle School,SBA,ELA,8,All,85,36.6
Snohomish County,Marysville School District,Marysville Middle School,SBA,MATH,6,All,80,28.2
Snohomish County,Marysville School District,Marysville Middle School,SBA,MATH,7,All,69,25.8
Snohomish County,Marysville School District,Marysville Middle School,SBA,MATH,8,All,67,28.8
Snohomish County,Marysville School District,Marysville Mountain View High School,SBA,ELA,10,All,3,11.1
Snohomish County,Marysville School District,Marysville Mountain View High School,SBA,MATH,10,All,,
,,Marysville NWESD 189 Youth Engagement,SBA,ELA,10,All,,
,,Marysville NWESD 189 Youth Engagement,SBA,MATH,10,All,,
Snohomish County,Marysville School District,Marysville Pilchuck High School,SBA,ELA,10,All,157,53.9
Snohomish County,Marysville School District,Marysville Pilchuck High School,SBA,MATH,10,All,80,27.5
Snohomish County,Marysville School District,Marysville SD Special,SBA,ELA,10,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,ELA,3,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,ELA,4,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,ELA,6,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,ELA,7,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,ELA,8,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,MATH,10,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,MATH,3,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,MATH,4,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,MATH,6,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,MATH,7,All,,
Snohomish County,Marysville School District,Marysville SD Special,SBA,MATH,8,All,,
Pierce County,Tacoma School District,Mason,SBA,ELA,6,All,175,63.6
Pierce County,Tacoma School District,Mason,SBA,ELA,7,All,168,75
Pierce County,Tacoma School District,Mason,SBA,ELA,8,All,192,69
Pierce County,Tacoma School District,Mason,SBA,MATH,6,All,143,52
Pierce County,Tacoma School District,Mason,SBA,MATH,7,All,134,59.8
Pierce County,Tacoma School District,Mason,SBA,MATH,8,All,143,51.4
Grant County,Wahluke School District,Mattawa Elementary,SBA,ELA,3,All,15,22
Grant County,Wahluke School District,Mattawa Elementary,SBA,ELA,4,All,15,20.5
Grant County,Wahluke School District,Mattawa Elementary,SBA,ELA,5,All,27,43.5
Grant County,Wahluke School District,Mattawa Elementary,SBA,MATH,3,All,28,41.1
Grant County,Wahluke School District,Mattawa Elementary,SBA,MATH,4,All,20,27.3
Grant County,Wahluke School District,Mattawa Elementary,SBA,MATH,5,All,17,27.4
King County,Kent School District,Mattson Middle School,SBA,ELA,7,All,178,60.3
King County,Kent School District,Mattson Middle School,SBA,ELA,8,All,181,54.6
King County,Kent School District,Mattson Middle School,SBA,MATH,7,All,157,53
King County,Kent School District,Mattson Middle School,SBA,MATH,8,All,148,44.7
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,ELA,3,All,51,41.1
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,ELA,4,All,81,61.3
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,ELA,5,All,68,57.6
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,ELA,6,All,70,50.7
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,MATH,3,All,54,43.5
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,MATH,4,All,69,52.2
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,MATH,5,All,51,43.2
Franklin County,Pasco School District,Maya Angelou Elementary,SBA,MATH,6,All,60,43.4
King County,Northshore School District,Maywood Hills Elementary,SBA,ELA,3,All,69,75
King County,Northshore School District,Maywood Hills Elementary,SBA,ELA,4,All,90,84.9
King County,Northshore School District,Maywood Hills Elementary,SBA,ELA,5,All,74,71.1
King County,Northshore School District,Maywood Hills Elementary,SBA,MATH,3,All,65,70.6
King County,Northshore School District,Maywood Hills Elementary,SBA,MATH,4,All,79,75.2
King County,Northshore School District,Maywood Hills Elementary,SBA,MATH,5,All,69,66.9
King County,Issaquah School District,Maywood Middle School,SBA,ELA,6,All,274,68.5
King County,Issaquah School District,Maywood Middle School,SBA,ELA,7,All,272,75.7
King County,Issaquah School District,Maywood Middle School,SBA,ELA,8,All,263,74.2
King County,Issaquah School District,Maywood Middle School,SBA,MATH,6,All,257,64
King County,Issaquah School District,Maywood Middle School,SBA,MATH,7,All,265,74
King County,Issaquah School District,Maywood Middle School,SBA,MATH,8,All,260,73.2
King County,Lake Washington School District,Mcauliffe Elementary,SBA,ELA,3,All,71,93.4
King County,Lake Washington School District,Mcauliffe Elementary,SBA,ELA,4,All,71,91
King County,Lake Washington School District,Mcauliffe Elementary,SBA,ELA,5,All,85,85.8
King County,Lake Washington School District,Mcauliffe Elementary,SBA,MATH,3,All,67,88.1
King County,Lake Washington School District,Mcauliffe Elementary,SBA,MATH,4,All,73,92.4
King County,Lake Washington School District,Mcauliffe Elementary,SBA,MATH,5,All,82,82.8
Pierce County,Tacoma School District,McCarver,SBA,ELA,3,All,22,30.5
Pierce County,Tacoma School District,McCarver,SBA,ELA,4,All,17,26.1
Pierce County,Tacoma School District,McCarver,SBA,ELA,5,All,27,40.2
Pierce County,Tacoma School District,McCarver,SBA,MATH,3,All,16,21.9
Pierce County,Tacoma School District,McCarver,SBA,MATH,4,All,10,15.3
Pierce County,Tacoma School District,McCarver,SBA,MATH,5,All,14,20.8
Grays Harbor County,McCleary School District,Mccleary Elem,SBA,ELA,3,All,23,62.1
Grays Harbor County,McCleary School District,Mccleary Elem,SBA,ELA,4,All,16,45.7
Grays Harbor County,McCleary School District,Mccleary Elem,SBA,ELA,5,All,17,54.8
Grays Harbor County,McCleary School District,Mccleary Elem,SBA,ELA,6,All,15,60
Grays Harbor County,McCleary School District,Mccleary Elem,SBA,ELA,7,All,17,62.9
Grays Harbor County,McCleary School District,Mccleary Elem,SBA,ELA,8,All,17,65.3
Grays Harbor County,McCleary School District,Mccleary Elem,SBA,MATH,3,All,25,67.5
Grays Harbor County,McCleary School District,Mccleary Elem,SBA,MATH,4,All,13,37.1
Grays Harbor County,McCleary School District,Mccleary Elem,SBA,MATH,5,All,15,48.3
Grays Harbor County,McCleary School District,Mccleary Elem,SBA,MATH,6,All,13,52
Grays Harbor County,McCleary School District,Mccleary Elem,SBA,MATH,7,All,7,25.9
Grays Harbor County,McCleary School District,Mccleary Elem,SBA,MATH,8,All,3,11.5
Yakima County,Grandview School District,Mcclure Elementary School,SBA,ELA,3,All,34,43.5
Yakima County,Grandview School District,Mcclure Elementary School,SBA,ELA,4,All,42,57.5
Yakima County,Grandview School District,Mcclure Elementary School,SBA,ELA,5,All,35,33.9
Yakima County,Grandview School District,Mcclure Elementary School,SBA,MATH,3,All,48,61.5
Yakima County,Grandview School District,Mcclure Elementary School,SBA,MATH,4,All,38,52
Yakima County,Grandview School District,Mcclure Elementary School,SBA,MATH,5,All,31,30
Yakima County,Yakima School District,Mcclure Elementary School Yakima,SBA,ELA,3,All,42,42
Yakima County,Yakima School District,Mcclure Elementary School Yakima,SBA,ELA,4,All,38,37.2
Yakima County,Yakima School District,Mcclure Elementary School Yakima,SBA,ELA,5,All,32,38.5
Yakima County,Yakima School District,Mcclure Elementary School Yakima,SBA,MATH,3,All,42,42.4
Yakima County,Yakima School District,Mcclure Elementary School Yakima,SBA,MATH,4,All,30,29.4
Yakima County,Yakima School District,Mcclure Elementary School Yakima,SBA,MATH,5,All,23,27.7
King County,Seattle Public Schools,McClure Middle School,SBA,ELA,6,All,157,80.1
King County,Seattle Public Schools,McClure Middle School,SBA,ELA,7,All,135,74.5
King County,Seattle Public Schools,McClure Middle School,SBA,ELA,8,All,134,82.2
King County,Seattle Public Schools,McClure Middle School,SBA,MATH,6,All,157,80.1
King County,Seattle Public Schools,McClure Middle School,SBA,MATH,7,All,135,74.1
King County,Seattle Public Schools,McClure Middle School,SBA,MATH,8,All,112,68.7
Grays Harbor County,Aberdeen School District,McDermoth Elementary,SBA,ELA,3,All,19,39.5
Grays Harbor County,Aberdeen School District,McDermoth Elementary,SBA,ELA,4,All,22,40.7
Grays Harbor County,Aberdeen School District,McDermoth Elementary,SBA,ELA,5,All,32,52.4
Grays Harbor County,Aberdeen School District,McDermoth Elementary,SBA,ELA,6,All,24,50
Grays Harbor County,Aberdeen School District,McDermoth Elementary,SBA,MATH,3,All,23,47.9
Grays Harbor County,Aberdeen School District,McDermoth Elementary,SBA,MATH,4,All,15,27.7
Grays Harbor County,Aberdeen School District,McDermoth Elementary,SBA,MATH,5,All,25,40.9
Grays Harbor County,Aberdeen School District,McDermoth Elementary,SBA,MATH,6,All,22,45.8
Spokane County,Central Valley School District,McDonald Elementary School,SBA,ELA,3,All,25,52
Spokane County,Central Valley School District,McDonald Elementary School,SBA,ELA,4,All,31,67.3
Spokane County,Central Valley School District,McDonald Elementary School,SBA,ELA,5,All,30,61.2
Spokane County,Central Valley School District,McDonald Elementary School,SBA,MATH,3,All,25,52
Spokane County,Central Valley School District,McDonald Elementary School,SBA,MATH,4,All,26,56.5
Spokane County,Central Valley School District,McDonald Elementary School,SBA,MATH,5,All,22,44.8
King County,Seattle Public Schools,McDonald International School,SBA,ELA,3,All,63,86.3
King County,Seattle Public Schools,McDonald International School,SBA,ELA,4,All,81,90
King County,Seattle Public Schools,McDonald International School,SBA,ELA,5,All,69,93.2
King County,Seattle Public Schools,McDonald International School,SBA,MATH,3,All,66,90.4
King County,Seattle Public Schools,McDonald International School,SBA,MATH,4,All,77,85.5
King County,Seattle Public Schools,McDonald International School,SBA,MATH,5,All,62,83.7
Adams County,Othello School District,McFarland Middle School,SBA,ELA,6,All,99,29.2
Adams County,Othello School District,McFarland Middle School,SBA,ELA,7,All,126,37.6
Adams County,Othello School District,McFarland Middle School,SBA,ELA,8,All,95,32.3
Adams County,Othello School District,McFarland Middle School,SBA,MATH,6,All,90,26.6
Adams County,Othello School District,McFarland Middle School,SBA,MATH,7,All,104,31.1
Adams County,Othello School District,McFarland Middle School,SBA,MATH,8,All,85,28.9
King County,Seattle Public Schools,McGilvra Elementary School,SBA,ELA,3,All,41,91.1
King County,Seattle Public Schools,McGilvra Elementary School,SBA,ELA,4,All,37,82.2
King County,Seattle Public Schools,McGilvra Elementary School,SBA,ELA,5,All,35,85.3
King County,Seattle Public Schools,McGilvra Elementary School,SBA,MATH,3,All,41,89.1
King County,Seattle Public Schools,McGilvra Elementary School,SBA,MATH,4,All,33,73.3
King County,Seattle Public Schools,McGilvra Elementary School,SBA,MATH,5,All,32,78
Thurston County,Yelm School District,McKenna Elementary,SBA,ELA,3,All,36,60
Thurston County,Yelm School District,McKenna Elementary,SBA,ELA,4,All,40,54
Thurston County,Yelm School District,McKenna Elementary,SBA,ELA,5,All,45,60.8
Thurston County,Yelm School District,McKenna Elementary,SBA,MATH,3,All,36,60
Thurston County,Yelm School District,McKenna Elementary,SBA,MATH,4,All,30,41
Thurston County,Yelm School District,McKenna Elementary,SBA,MATH,5,All,33,44.5
Thurston County,Olympia School District,McKenny Elementary,SBA,ELA,3,All,37,66
Thurston County,Olympia School District,McKenny Elementary,SBA,ELA,4,All,36,61
Thurston County,Olympia School District,McKenny Elementary,SBA,ELA,5,All,43,69.3
Thurston County,Olympia School District,McKenny Elementary,SBA,MATH,3,All,33,58.9
Thurston County,Olympia School District,McKenny Elementary,SBA,MATH,4,All,39,65
Thurston County,Olympia School District,McKenny Elementary,SBA,MATH,5,All,43,69.3
Yakima County,Yakima School District,Mckinley Elementary School,SBA,ELA,3,All,32,41
Yakima County,Yakima School District,Mckinley Elementary School,SBA,ELA,4,All,27,33.7
Yakima County,Yakima School District,Mckinley Elementary School,SBA,ELA,5,All,34,40
Yakima County,Yakima School District,Mckinley Elementary School,SBA,MATH,3,All,28,36.3
Yakima County,Yakima School District,Mckinley Elementary School,SBA,MATH,4,All,29,36.2
Yakima County,Yakima School District,Mckinley Elementary School,SBA,MATH,5,All,22,25.8
King County,Renton School District,McKnight Middle School,SBA,ELA,6,All,164,55.4
King County,Renton School District,McKnight Middle School,SBA,ELA,7,All,159,60
King County,Renton School District,McKnight Middle School,SBA,ELA,8,All,179,63
King County,Renton School District,McKnight Middle School,SBA,MATH,6,All,154,52
King County,Renton School District,McKnight Middle School,SBA,MATH,7,All,151,56.7
King County,Renton School District,McKnight Middle School,SBA,MATH,8,All,161,56.6
Thurston County,Olympia School District,McLane Elementary School,SBA,ELA,3,All,51,82.2
Thurston County,Olympia School District,McLane Elementary School,SBA,ELA,4,All,34,69.3
Thurston County,Olympia School District,McLane Elementary School,SBA,ELA,5,All,34,69.3
Thurston County,Olympia School District,McLane Elementary School,SBA,MATH,3,All,49,79
Thurston County,Olympia School District,McLane Elementary School,SBA,MATH,4,All,32,65.3
Thurston County,Olympia School District,McLane Elementary School,SBA,MATH,5,All,33,67.3
Franklin County,Pasco School District,Mcloughlin Middle School,SBA,ELA,6,All,,
Clark County,Vancouver School District,Mcloughlin Middle School,SBA,ELA,6,All,79,23.8
Franklin County,Pasco School District,Mcloughlin Middle School,SBA,ELA,7,All,386,58.5
Clark County,Vancouver School District,Mcloughlin Middle School,SBA,ELA,7,All,87,29
Franklin County,Pasco School District,Mcloughlin Middle School,SBA,ELA,8,All,334,56
Clark County,Vancouver School District,Mcloughlin Middle School,SBA,ELA,8,All,98,31.4
Franklin County,Pasco School District,Mcloughlin Middle School,SBA,MATH,6,All,,
Clark County,Vancouver School District,Mcloughlin Middle School,SBA,MATH,6,All,102,30.6
Franklin County,Pasco School District,Mcloughlin Middle School,SBA,MATH,7,All,302,45.8
Clark County,Vancouver School District,Mcloughlin Middle School,SBA,MATH,7,All,80,26.8
Franklin County,Pasco School District,Mcloughlin Middle School,SBA,MATH,8,All,230,38.5
Clark County,Vancouver School District,Mcloughlin Middle School,SBA,MATH,8,All,65,20.9
King County,Highline School District,McMicken Heights Elementary,SBA,ELA,3,All,38,40
King County,Highline School District,McMicken Heights Elementary,SBA,ELA,4,All,37,45.6
King County,Highline School District,McMicken Heights Elementary,SBA,ELA,5,All,34,45.3
King County,Highline School District,McMicken Heights Elementary,SBA,ELA,6,All,38,49.3
King County,Highline School District,McMicken Heights Elementary,SBA,MATH,3,All,46,48.4
King County,Highline School District,McMicken Heights Elementary,SBA,MATH,4,All,32,39.5
King County,Highline School District,McMicken Heights Elementary,SBA,MATH,5,All,21,28
